pathway,pval,padj,log2err,ES,NES,size,leadingEdge,run_id,collection,contrast,direction
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,1.07597586884231e-05,0.000122529496900819,0.593325476396405,0.452362521443504,1.80158658138233,137,KIF23|KIF18B|KIF11|KIFC1|KIF2C|KIF15|KIF4A|TUBB3|GATA2|KIF20A|KIF3C|KIF20B|CENPE|KIF18A|KIF22|TUBA1A|MYB|RACGAP1|KIF21B|CDK2|SH2B2|CABLES2|HDAC1|TP53|PRKAR2B|KLC2|DOCK3|KIF26B|CDK5|KIF26A|PRKAR1B|CBX5|NFE2|DOCK11|TUBB2B|KIF1A|KIF2A|HBE1|MAFF|HDAC2|KDM1A|RAD51C|KIF3A|H3C8,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,1.27163084049341e-05,0.000143347476564711,0.593325476396405,0.594063514449324,2.06416493521185,56,CENPM|HJURP|CENPI|CENPA|H2AX|CENPK|CENPP|OIP5|CENPU|CENPO|CENPW|KNL1|MIS18A|H2AZ2|CENPH|MIS18BP1|CENPS|ITGB3BP|RBBP4|CENPN|CENPL|H2BC9|H2BC26|CENPQ,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,1.30548915788075e-05,0.000145692590019492,0.593325476396405,0.727397909458527,2.09919396178458,26,DSCC1|RFC5|POLA2|CHTF18|POLD1|POLD3|RFC3|RFC2|RFC4|PRIM1|ACD|POLA1|PRIM2|PCNA,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PEROXISOMAL_LIPID_METABOLISM,1.49800907803179e-05,0.000165522587235988,0.593325476396405,-0.720978601620191,-2.15144546433513,28,AMACR|HAO2|ACOX3|NUDT7|ACOX1|SLC27A2|EHHADH|ACAA1|ACOX2|ACBD5|SCP2|PHYH|CRAT|ALDH3A2|ECI2|HACL1|SLC25A17|ACBD4|MLYCD|HSD17B4,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,1.52398018064028e-05,0.000166741360940643,0.593325476396405,0.511383379800365,1.90114010937608,91,CDK1|PLK4|NEK2|TUBB3|PLK1|CEP72|CEP131|ODF2|NDE1|NUMA1|CEP135|TUBA1A|CCP110|HAUS8|CKAP5|CEP192|HAUS5|CNTRL|ALMS1|PRKAR2B|CEP152|PCNT|CEP250|CEP164|HAUS7|MZT1|SFI1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RHO_GTPASE_CYCLE,1.69836855734128e-05,0.000184017408737171,0.575610261071129,0.341698291163512,1.55321800464674,438,SLC1A5|CYBA|ABR|LMNB1|SH3BP1|CIT|DEPDC1B|DBN1|IQGAP3|ANLN|ARHGAP11A|GIT1|KIF14|OBSCN|ARHGAP8|LRRC1|RHOV|PLXND1|ARHGEF4|PLXNA1|ARHGAP23|RHPN1|TMPO|IQGAP1|FMNL3|CPSF7|ABI2|PRAG1|FAM83B|PAK6|CCP110|FMNL1|ARHGAP27|ARHGEF16|NHS|PLEKHG5|PTPN13|ARHGEF3|ARHGAP39|OPHN1|ARHGAP32|FGD3|CDC42EP5|RACGAP1|ARHGEF17|ARHGAP11B|ADD3|ECT2|PLEKHG4|TRA2B|PAK4|ARHGAP40|EPHA2|TMEM87A|SENP1|CCDC187|FMNL2|ARHGAP4|DEF6|EFHD2|ARHGEF39|DIAPH3|CKB|ARHGEF19|CDC42EP3|DOCK3|MPP7|VANGL2|ARHGAP45|RAC2|ARHGAP33|ARAP3|SPATA13|UBXN11|PLEKHG6|CHN1|NOXO1|SRC|MYO9A|MUC13|AAAS|MSI2|DOCK11|RBMX|ARHGEF2|WIPF2|ARHGEF1|DLG5|ARHGEF10|TIAM2|MYO9B|ARHGEF25|KCTD13|LCK|NIPSNAP2|SRGAP2|YKT6|ZAP70|ARHGAP26|NCK2|AMIGO2|FGD1|PLEKHG2|CDC42BPA|BAIAP2L2|PHIP|FAM169A|PCDH7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,1.77409639704674e-05,0.000190374190298477,0.575610261071129,0.761933891595526,2.06656811271711,19,TOP2A|E2F1|CDC25A|E2F4|CDC6|RBL1|LIN9|HDAC1|TFDP1|RBBP4|PCNA|MAX|LIN54|LIN52,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,2.04002091052269e-05,0.000216825079632698,0.575610261071129,-0.794305040884683,-2.13258506540767,18,APOC2|APOA4|APOA5|LIPC|ANGPTL3|ANGPTL8|ANGPTL4|FGF21|CREB3L3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DISEASES_OF_HEMOSTASIS,2.06097526608185e-05,0.000216985697825221,0.575610261071129,-0.822707823630681,-2.14207356112477,16,F2|SERPING1|F9|F11|F10|TPST2|GGCX|KLKB1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,2.32229601207904e-05,0.00024221330368974,0.575610261071129,0.747347307631456,2.05422875792516,20,CDK1|UBE2C|PLK1|CCNB1|UBE2S,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TELOMERE_MAINTENANCE,2.64631506296451e-05,0.000273452556506333,0.575610261071129,0.496270102674526,1.84992876875602,94,CCNA2|BLM|DSCC1|H2AX|LIG1|RFC5|POLA2|CHTF18|POLD1|POLD3|RFC3|PIF1|RFC2|RFC4|PRIM1|ACD|POLA1|DNA2|CDK2|FEN1|H2AZ2|RTEL1|PRIM2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,2.71265773210227e-05,0.000277736332938178,0.575610261071129,0.497111661489266,1.84695974772688,93,KIF23|KIF18B|KIF11|KIFC1|KIF2C|KIF15|KIF4A|TUBB3|KIF20A|KIF3C|KIF20B|CENPE|KIF18A|KIF22|TUBA1A|RACGAP1|KIF21B|KDELR3|KLC2|KIF26B|KIF26A|TUBB2B|KIF1A|KIF2A,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_XENOBIOTICS,2.74887547299329e-05,0.000278885911623683,0.575610261071129,-0.754860167677956,-2.11612297324711,21,CYP2C8|CYP2A6|CYP2C18|CYP3A4|CYP2A7|CYP2C19|CYP2C9|CYP1A2|CYP3A43|CYP3A5|CYP3A7|ARNT|CYP2J2|CYP1A1|CYP2E1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,3.73306192124568e-05,0.000373641357645372,0.557332238758646,-0.591600735857017,-2.05711312615509,54,PRKAG2|RNF5|PRKAG1|PSMD7|RNF185|PSMB2|DERL1|UBC|PRKAB2|PSMA6|PSMA3|ERLIN2|PSMB4|PSMA5|PRKAA1|PSMB5|VCP|SEL1L|ERLIN1|PSMD1|DERL2|OS9|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,3.74980573981018e-05,0.000373641357645372,0.557332238758646,0.790436313134599,2.04503231658412,16,CDK1|E2F1|CCNA2|E2F4|MYBL2|RBL1|LIN9|HDAC1|TFDP1|RBBP4,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ENDOGENOUS_STEROLS,4.06757841664599e-05,0.000401718363980259,0.557332238758646,-0.73687512998604,-2.1009781085348,23,NR1H4|CYP21A2|CYP8B1|CYP7B1|POMC|CYP39A1|ARNT|CYP4V2|CYP7A1|FDX1|CYP51A1|CYP11A1|NCOA2|RXRA|AHR,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,4.2697608549693e-05,0.000417987115275942,0.557332238758646,-0.498157197817259,-1.87098317414902,88,APOA1|ABCA8|ABCG8|ABCA6|ABCD3|ABCC11|RNF5|ABCA9|ABCA4|PSMD7|RNF185|PEX3|ABCC9|ABCA5|ABCG5|PSMB2|DERL1|PEX19|ABCF1|UBC|ABCB6|ABCB4|PSMA6|ABCB10|PSMA3|ERLIN2|PSMB4|PSMA5|ABCC3|CFTR|PSMB5|VCP|ABCC2|SEL1L|ERLIN1|PSMD1|ABCC6|DERL2|ABCB1|OS9|PSMB7|EIF2S1|PSMA4|PSMC1|ABCB7|PSMA1|UBA52|PSMC5,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,4.8291745772746e-05,0.000468639898107691,0.557332238758646,0.627277582737875,1.99429223021217,38,E2F1|UBE2C|CCNE1|E2F2|CCND2|UBE2S|CCNE2|CDK2|CDKN1C|CCND1|TFDP1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,5.15082751169271e-05,0.000495545129573195,0.557332238758646,-0.445333608410643,-1.79617431545569,146,SLC25A18|HIGD1A|NDUFAF1|COX6A2|COX7A1|TMEM126A|ETFA|GOT1|COX18|SCO2|COX11|SDHC|ECSIT|ETFDH|NDUFV2|NDUFAF6|NDUFC1|NDUFS2|OXA1L|HSCB|ETFB|NDUFS4|SDHB|SMIM20|NDUFAF4|SLC25A22|NDUFS1|UQCR10|RAB5IF|LYRM2|NFS1|UQCRFS1|TACO1|PYURF|DMAC2|UQCR11|CYC1|NDUFB6|NDUFA6|GOT2|NDUFC2|NDUFB7|TIMMDC1|COX7A2L|SLC25A11|COX15|NDUFB9|COX16|TIMM21|PNKD|NDUFAB1|NDUFV3|COA3|COQ10B|MDH1|NDUFA11|COX7A2|NDUFA5|UQCC6|DMAC1|COX7C|COX4I1|SLC25A13|TMEM223|UQCRB|SDHD|COX14|NDUFB4|NDUFB5,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,6.11471493624148e-05,0.000583249732379957,0.538434096309916,-0.678938026611631,-2.09656104610369,31,FMO3|CYP21A2|CYP7B1|MAT1A|CYP2R1|SLC35D1|GCLC|TPMT|ACY1|CYP4F22|GCLM|FDX1|UGT1A1|CYP2U1|GGT1|CYP17A1|UGT1A4|CYP11A1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,8.40644004055699e-05,0.000795049752988272,0.538434096309916,0.695292103013321,2.00653997673509,26,BUB1B|UBE2C|CDC20|NEK2|MAD2L1|UBE2S,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,8.77847731580403e-05,0.000823258881045151,0.538434096309916,-0.63848821640869,-2.00640221230399,35,FGA|FGB|F2|FGG|ITGB3|APBB1IP|THPO,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,0.000108092814170375,0.000972835327533371,0.538434096309916,0.76624533348491,2.01480311295363,17,E2F1|CCNE1|E2F2|CCND2|CCNE2|CDK2|CDKN1C|CCND1|TFDP1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.000106787953646298,0.000972835327533371,0.538434096309916,0.713052931723703,1.98373899796023,21,BUB1B|UBE2C|CDC20|MAD2L1|UBE2S,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,0.000108092814170375,0.000972835327533371,0.538434096309916,0.621060880196981,1.94133593950499,36,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|SLBP|NUP107|NUP62|NDC1|NCBP2|AAAS|NUP43|NUP93|RAE1|POM121C|NXF1|NUP42|NUP85|ALYREF|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0.000105735864133125,0.000972835327533371,0.538434096309916,0.564851559840859,1.9213148727294,52,CDK1|LMNB1|CCNB2|VRK1|PLK1|CCNB1|TMPO|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|CTDNEP1|AAAS|NUP43|NUP93|RAE1|POM121C|LMNA|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_MITOTIC_PROPHASE,0.000108092814170375,0.000972835327533371,0.538434096309916,0.448732068902031,1.74436049213582,118,CDK1|NCAPG2|LMNB1|CCNB2|VRK1|PLK1|CCNB1|NCAPD3|H2AX|TMPO|NUMA1|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NCAPH2|H2AZ2|SMC4|NUP107|NUP62|NDC1|CTDNEP1|MASTL|KMT5A|PHF8|AAAS|H2BC9|NUP43|H2BC26|SMC2|NUP93|MAPK3|RAE1|H3C8,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.000113379420576483,0.00101225146690684,0.538434096309916,-0.375422802109179,-1.62244932016216,238,FAHD1|SLC25A18|MPC2|PKLR|HIGD1A|RMND5A|NDUFAF1|HAGH|GPT|COX6A2|COX7A1|SLC25A4|ACAT1|PDHB|TMEM126A|ETFA|GOT1|IDH2|COX18|SCO2|COX11|SDHC|ECSIT|ETFDH|SIRT4|ADHFE1|NDUFV2|NDUFAF6|PC|PDK4|SUCLG2|NDUFC1|NDUFS2|OXA1L|HSCB|ME1|UBC|ETFB|NDUFS4|SDHB|SMIM20|NDUFAF4|SUCLG1|SLC25A22|NDUFS1|UQCR10|MPC1|RAB5IF|LYRM2|NFS1|ATP5PF|ISCA1|DLAT|ATP5PB|WDR26|UQCRFS1|TACO1|ATP5F1C|PYURF|DMAC2|UQCR11|CYC1|GLO1|NDUFB6|SDHAF2|NDUFA6|GOT2|NDUFC2|LDHA|NDUFB7|TIMMDC1|ARMC8|SDHAF1|COX7A2L|SLC25A11|NEK1|COX15|NDUFB9|COX16|TIMM21|PNKD|ATP5F1A|GSTZ1|ATP5MC3|PDHX|NDUFAB1|NDUFV3|COA3|COQ10B|ME2|SDHAF4|MDH1|RMND5B|NDUFA11|COX7A2|NDUFA5|UQCC6|DMAC1|COX7C|COX4I1|SLC25A13|TMEM223,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.000116401290182856,0.00103098285590529,0.538434096309916,0.579728504485178,1.91083570704988,47,E2F1|E2F4|CCNE1|E2F2|RBL1|CCND2|CDKN2A|CCNE2|CDK2|CDKN1C|CCND1|PPP2R3B|TFDP1|CKS1B|PTK6|SRC|CDKN2D,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_FANCONI_ANEMIA_PATHWAY,0.000118917486982802,0.00104497571238431,0.538434096309916,0.614764418819331,1.97162614405147,39,FANCI|FANCG|EME1|FANCD2|FANCB|UBE2T|FANCE|FANCA|FANCL|USP1|CENPS|DCLRE1B|FANCM|POLN|RPA3|RPA2|FAAP100|ATR|ATRIP|DCLRE1A|RPA1|FAAP24,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,0.000124883438885056,0.00108882748277908,0.518848077743792,0.691453321951806,1.96816729699891,24,CDK1|UBE2C|CDC20|CCNB1|UBE2S,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.00013448628250384,0.00116346272305647,0.518848077743792,-0.649130234291248,-2.01994759619177,33,BAAT|NR1H4|AKR1D1|AMACR|CYP8B1|AKR1C2|CYP7B1|AKR1C1|SLC27A2|ACOX2|CYP39A1|SCP2|OSBPL9|CYP7A1|ABCB11,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,0.000138801295640742,0.00119155573796207,0.518848077743792,0.647309589887052,1.92399088454451,29,DMKN|ITGB4|GJB3|KRT19|FABP5|KLK7|KRT15|KRT5|DLL1|KLK5|ITGA6|KRT14|CSPG4|SBSN|FLG|LGALS7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.000144800194224483,0.00123327971015545,0.518848077743792,-0.699692825968238,-2.06286559709542,26,PLPP6|MSMO1|SC5D|HMGCS1|IDI1|FDFT1|DHCR24|ACAT2|PMVK|CYP51A1|FDPS|NSDHL|LSS|EBP|MVK|MVD|DHCR7|ARV1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,0.0001458717936743,0.00123327971015545,0.518848077743792,0.615302048180243,1.92333476132722,36,CDK1|CCNB2|CCNB1|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.000148514047642776,0.00124617802382961,0.518848077743792,-0.801877213472933,-2.03695566748276,15,FGA|FGB|FGG|ITGB3|APBB1IP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,0.000158170835596895,0.00130934735676508,0.518848077743792,0.566225712249549,1.95785762429062,55,DMKN|ITGB4|GJB3|EPCAM|KRT19|FABP5|KLK7|TFAP2C|CD44|AREG|KRT15|TFAP2A|MUC1|KRT5|DLL1|ALDH1A3|KLK5|TGFA|ITGA6|KRT14|MFGE8|CSPG4|GATA3|ELF5|SBSN|FLG|LGALS7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,0.000158388793157066,0.00130934735676508,0.518848077743792,0.586117684535986,1.90222159949813,43,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|SLBP|NUP107|NUP62|NDC1|CPSF4|NCBP2|AAAS|NUP43|NUP93|RAE1|POM121C|NXF1|NUP42|NUP85|ALYREF|NUP37|NUP50|NUP98|POM121|CPSF1|TPR,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0.000180138980485499,0.00147819928104277,0.518848077743792,-0.750550603514682,-2.01511122994435,18,HAO1|DAO|AGXT2|PRODH2|AGXT|ALDH4A1|GRHPR|HOGA1|GLDC,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_REPRODUCTION,0.000185061837196567,0.00150751102417057,0.518848077743792,0.441505327247579,1.71296875370336,117,LMNB1|MND1|BLM|RAD51|BRCA2|H2AX|BMP4|PSMC3IP|BRCA1|TFAP2C|PRDM1|ACD|CD9|FIRRM|CDK2|SYNE2|H2AZ2|SUN1|SMC1A|SYCP2|MRE11|RBBP8|SYCE2|DMC1|ZP3|CXCR4|H2BC9|MSH5|HSPA2|H2BC26|SMC3|RAD51C|H3C8|RPA3|CATSPER1|DIDO1|IZUMO1|STAG2|CDK4|TOP3A|CATSPERG|RPA2|UBE2I|LMNA,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,0.00019834287642702,0.00160399021806199,0.518848077743792,0.620736054641523,1.92698396594204,35,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RAE1|POM121C|UBE2I|NUP42|NUP85|NUP37|NUP50|NUP98|POM121|SUMO2|TPR,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.000206172297361912,0.00165531139464671,0.518848077743792,0.69894830673904,1.9444994220622,21,LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|FEN1|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SUMOYLATION,0.000210209838535376,0.00167567271289628,0.518848077743792,0.392561864900071,1.61852992985156,180,BIRC5|TOP2A|AURKB|CDCA8|CBX8|CBX2|BLM|DNMT1|CHD3|INCENP|BRCA1|TFAP2C|NUP205|NUP188|VDR|AURKA|HDAC4|PCGF2|NUP210|NUP214|NUP160|CDKN2A|NUP155|TFAP2A|SAFB|SENP1|CBX4|TP53BP1|HDAC1|TP53|MDC1|TRIM28|NUP107|SMC1A|THRA|PHC1|NUP62|NDC1|SUZ12|DNMT3B|PCNA|CBX5|AAAS|IKBKE|MTA1|NUP43|NUP93|SMC3|HDAC2|HIC1|RAE1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.000224854051626893,0.00177969589798307,0.518848077743792,0.429592014456251,1.68612793194628,126,KIF23|KIF18B|KIF11|KIFC1|KIF2C|BICD1|KIF15|KIF4A|TUBB3|KIF20A|KIF3C|KIF20B|CENPE|KIF18A|PAFAH1B3|KIF22|TUBA1A|RACGAP1|KIF21B,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.000240783040401596,0.00189235121893085,0.518848077743792,-0.337518643848392,-1.50574722871992,354,FGA|FGB|FGG|RNF115|ZBTB16|SPSB1|CD14|RNF144B|FBXL5|ITGAV|TRIM69|IKBKG|SAR1B|SEC31A|HLA-E|WWP1|FBXO6|SEC22B|MRC1|KBTBD7|UBE2D3|KLHL2|S100A9|TLR1|NCF2|FBXO7|FBXO32|SEC23A|SNAP23|KLHL9|PSMD7|HERC6|UBE2W|TRIM21|FBXO10|SEC24B|RNF14|TAPBP|ASB13|KLHL25|PSMB2|RNF19A|KLHL13|HERC3|SIAH2|FBXW5|HECTD3|CDC34|UBC|ASB8|CDC16|FBXO30|PJA2|UBE2K|UBE2E3|SEC24D|PSMA6|B2M|LONRF1|TIRAP|RNF130|DTX3L|SEC61B|PSMA3|HECTD2|PSMB4|CUL2|PSMA5|SEC24A|RNF111|UBE2F|UBE2L6|CBLB|KCTD6|FBXO2|MYD88|SEC13|TAP1|HECW2|VAMP8|ANAPC13|PIK3C3|PSMB5|HLA-B|HERC4|STUB1|ELOC|FBXO9|BECN1|UBE3A|CHUK|UFL1|RBX1|FBXL7|LY96|RCHY1|FBXL15|UBA5|TRIM39|LNX1|LRRC41|PSMD1|TLR2|FBXO22|TRIP12|UBE2G1|HLA-C|STX4|HLA-A|KLHL5|HLA-G|FZR1|RNF7|UBE2L3|PSMB7|UBE2J1|CTSL|UBE2Z|UBA3|UBE2B|FBXW11|RNF217|NEDD4L|FBXL3|ERAP1|PSMA4|PSMC1|KLHL20|RNF138|UBA7|UBE2Q1|PSMA1|UBA52|PSMC5|PSMB8|FBXW2|MEX3C|CUL3|UBE2R2|UBR4|NEDD4|FBXW10|BTBD1|PSME1|PSMD6|UBR2|TRIM4|PSMC4|ZNRF1|FBXW4|PRKN|PSMB1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_MITOCHONDRIAL_TRANSLATION,0.000260560489009705,0.00201934378982521,0.49849310876659,-0.468223022733774,-1.80101612068189,99,MRPS28|MRPL44|GFM2|DAP3|MRPS21|MTRF1L|MRPL34|MRPL2|MRPL39|MRPS10|MTRES1|OXA1L|MRPL9|MRPS18B|MRPS14|MRPL54|MTIF2|MRPS5|MRPL13|MRPL50|MRPS18C|MRPS30|MRPS18A|MTIF3|MRPL15|MRPL35|MRPL40|ERAL1|MTRFR|MRPL32|MRPS16|MRPL27|NDUFAB1|MRPL14|MRPS35|MRPS31|MRPL1|MRPL20|MRPL46|MRPL19|MRPL37|MRPL24|MRPL45|MRPL53|MRPL43|MIEF1|MRPS12|MRPL42|MRPS33|MRPL58|MRPL22|MRPL49|CHCHD1|MRPS11,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
