pathway,pval,padj,log2err,ES,NES,size,leadingEdge,run_id,collection,contrast,direction
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,0.000260545799885926,0.00201934378982521,0.49849310876659,0.343971382359928,1.50751365392501,285,CDK1|PLK4|NEK2|TUBB3|PLK1|KIF3C|CEP72|KIF24|CEP131|ODF2|IFT56|NDE1|TMEM216|RPGRIP1L|CEP135|TUBA1A|MAPK12|CCP110|HAUS8|CKAP5|CEP192|HAUS5|FBF1|CNTRL|IFT22|B9D1|NPHP1|ALMS1|IFT52|C2CD3|TWNK|BBS1|IQCB1|PRKAR2B|CEP152|PCNT|NPHP4|CEP250|NCOA6|TMEM67|CEP164|HAUS7|MEF2C|SMARCD3|DYNC2I2|SFI1|DYNLT2B|TTC21B|MKS1|IFT122|PPRC1|TUBB2B|KIF17|CHCHD6|TCTN2|IFT172|CEP57|IFT81|TCTN1|APOO|MAPK11|KIF3A|HCFC1|IFT140|DYNC2I1|IFT57|CSNK1E|CRTC1|INPP5E,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0.000273617994632196,0.00210222449347607,0.49849310876659,0.63497823378662,1.90166399075326,30,DTL|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|USP1|RAD18|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.000275022200759414,0.00210222449347607,0.49849310876659,-0.473860534150252,-1.80256607619993,94,FGA|FGB|FGG|CD14|ITGAV|IKBKG|HLA-E|SEC22B|MRC1|S100A9|TLR1|NCF2|SNAP23|PSMD7|TAPBP|PSMB2|UBC|PSMA6|B2M|TIRAP|SEC61B|PSMA3|PSMB4|PSMA5|MYD88|TAP1|VAMP8|PSMB5|HLA-B|CHUK|LY96|PSMD1|TLR2|HLA-C|STX4|HLA-A|HLA-G|PSMB7|CTSL|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMB8|PSME1|PSMD6|PSMC4|PSMB1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.000288965853224133,0.00218591126484632,0.49849310876659,0.60188082891407,1.89469315879548,37,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|RANBP1|NUP43|XPO1|NUP93|RCC1|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.000289887873832666,0.00218591126484632,0.49849310876659,-0.533144816870863,-1.88451859655999,61,CITED2|AJUBA|HIGD1A|UBE2D3|ARNT|PSMD7|EGLN1|PSMB2|HIF1A|UBC|EPAS1|PSMA6|PSMA3|EPO|PSMB4|CUL2|PSMA5|PSMB5|ELOC|RBX1|EGLN2|PSMD1|VEGFA|LIMD1|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.000295921630473886,0.00221643315173729,0.49849310876659,-0.762934443162149,-2.01640139488309,17,ALB|BAAT|NR1H4|SLC10A1|SLC51A|SLCO1B1|ABCB11|NCOA2|RXRA|ABCC3|SLC27A5|STARD5|SLCO1A2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_IRAK4_DEFICIENCY_TLR2_4,0.000305703944576523,0.00225937484865827,0.49849310876659,-0.762095346277012,-2.01418369958201,17,FGA|FGB|FGG|CD14|S100A9|TLR1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_METABOLISM_OF_STEROID_HORMONES,0.000305703944576523,0.00225937484865827,0.49849310876659,-0.646247606419003,-1.99561300832965,31,HSD11B1|CYP21A2|SRD5A2|HSD17B11|SERPINA6|SRD5A3|POMC|FDX1|HSD17B2|CYP17A1|CYP11A1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.000321069387958392,0.00234722965884337,0.49849310876659,-0.548691901188307,-1.91402551265947,55,CP|TF|FBXL5|HMOX1|FTL|ACO1|ATP6V0E1|ATP6V1E1|IREB2|SLC40A1|MCOLN1|ATP6V0B|UBC|ATP6V1C1|ATP6V1H|STEAP3|ATP6V1E2|FTH1|ATP6V0D1|NEDD8|HFE|ATP6V1G1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CHROMATIN_ORGANIZATION,0.000323900866901325,0.00234722965884337,0.49849310876659,0.350935061363483,1.52019270602833,257,EZH2|NSD2|CHD3|YEATS2|H2AC25|H2AX|SMARCC2|SUV39H1|DPF1|BCL11A|BRD9|WDR5|H2AZ2|CCND1|PADI2|BRPF1|BCL11B|KMT2A|MECOM|HDAC1|JADE2|PHF2|PADI1|TRRAP|BCL7B|MTA3|SAP130|SMARCD3|SUZ12|ATF7IP|RBBP4|BRD7|YEATS4|KMT5A|SETD1A|KAT7|SMARCD1|PHF8|KMT5C|KDM2B|PRDM16|OGT|H2BC9|MTA1|KAT2A|BRD8|TADA2A|H2BC26|ACTL6A|MRGBP|HDAC2|PRMT7|PRMT1|KMT2D|KDM1A|PADI3|HCFC1|SMARCC1|H3C8|EHMT2|SETD1B|RBBP7|KAT6B|NCOR2|DPF2|SMARCE1|RUVBL2|KAT6A|SMARCD2|HAT1|MSL2|CDK4|BCL7C|CREBBP|KDM3B|CARM1|SUV39H2|KMT2B|RUVBL1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.000321904349082934,0.00234722965884337,0.49849310876659,-0.346071254925562,-1.51980041996413,294,ASGR2|F5|TUBA4B|ASGR1|AMFR|SAR1B|SEC31A|RNF103|SRD5A3|SEC22B|DCTN2|ACTR10|DAD1|NAPA|B4GALT1|MIA2|FPGT|RNF5|ST3GAL6|NEU1|UAP1|EDEM3|SEC23A|SEC16B|SERPINA1|OSTC|MGAT4B|RNF185|SEC22A|SLC17A5|TUBA4A|MANEA|SEC24B|USO1|SLC35C1|ACTR1A|GORASP1|ARFGAP3|SPTBN1|TUBB2A|DPM3|TRAPPC3|CAPZA2|COG8|ST3GAL1|ST3GAL2|EDEM1|NGLY1|RNF139|MAN2A1|CAPZB|DERL1|ALG2|GNE|UBC|STX17|TRAPPC6B|CD59|MIA3|SEC24D|MPDU1|COPB1|DCTN6|PGM3|TFG|ST6GAL1|MGAT1|NUS1|SEC24A|ST3GAL5|MGAT2|ALG14|TMED9|CAPZA1|ALG1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ARACHIDONATE_METABOLISM,0.000341885969295037,0.00246157897892427,0.49849310876659,-0.56759597664665,-1.95316872225801,52,CYP2C8|PTGR1|CYP8B1|PON1|CYP2C19|CYP2C9|CYP1A2|CYP4A11|CYP4A22|CYP4F11|CBR1|CYP4F2|CYP4F3|MAPKAPK2|CYP2J2|CYP4F22|CYP1A1|PON2|CYP2U1|GGT1|AKR1C3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.000387429636623112,0.00277161201584226,0.49849310876659,0.610656543394105,1.87641123199473,34,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RCC1|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.000403527372997838,0.00284998813707006,0.49849310876659,-0.638939306554648,-1.97304497382829,31,FGA|FGB|FGG|CD14|IKBKG|S100A9|TLR1|NFKBIA,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.000408600449759149,0.00284998813707006,0.49849310876659,0.619657945727528,1.8890020481698,33,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|XPO1|NUP93|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_AMYLOID_FIBER_FORMATION,0.000406153364579169,0.00284998813707006,0.49849310876659,-0.489464005186449,-1.82728954975312,83,FGA|TTR|APOA4|APCS|APOA1|NAT8|APOE|GSN|CALCA|NCSTN|H2AC6|ITM2B|SIAH2|H3C1|H2BC4|H2BC21|UBC|H4C16|SAA1|APH1B|B2M|FURIN|H2BC5|H4C5|APH1A|ADAM10|H2AC19|UBE2L6|H2BC12|H2BC15|BACE1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_MEIOSIS,0.000404824105491504,0.00284998813707006,0.49849310876659,0.451790115450948,1.67857288875288,93,LMNB1|MND1|BLM|RAD51|BRCA2|H2AX|PSMC3IP|BRCA1|ACD|FIRRM|CDK2|SYNE2|H2AZ2|SUN1|SMC1A|SYCP2|MRE11|RBBP8|SYCE2|DMC1|H2BC9|MSH5|HSPA2|H2BC26|SMC3|RAD51C|H3C8|RPA3|DIDO1|STAG2|CDK4|TOP3A|RPA2|UBE2I|LMNA|FIGNL1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,0.000430574583527058,0.00298460394544222,0.49849310876659,0.725010090004986,1.93130089296282,18,TCF7|PLK1|CCNB1|CDKN2A|CDK2|CDC25B|CCND1|LEF1|HDAC1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.00043776565639804,0.00299721762294609,0.49849310876659,-0.7527225862361,-1.98941191664603,17,CRP|C2|C1S|MBL2|MASP1|C4A|C4B|CFB|C1R|C3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,0.00043665202103255,0.00299721762294609,0.49849310876659,0.662906983968246,1.88691239940188,24,ITPKB|PLCD3|ITPKA|PLCB3|INPP5D|PLCB4|PLCG1|PLCH1|INPP5J|PLCB2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,0.000447626495751489,0.00304604371499184,0.49849310876659,0.72344394935256,1.92712896641692,18,CDK1|E2F4|CCNB1|RBL1|CDC25C|AURKA|TP53|ZNF385A|TFDP1|SFN|PCNA|PRMT1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.000461388562494727,0.00312066445905524,0.49849310876659,-0.656997879524184,-1.9605229680932,28,BHMT2|CDO1|BHMT|SQOR|ADI1|MAT1A|FMO1|MPST|GOT1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_RHOA_GTPASE_CYCLE,0.000479936222995141,0.00322655918591914,0.49849310876659,0.406848293961243,1.63871583366739,144,ABR|CIT|DEPDC1B|IQGAP3|ANLN|ARHGAP11A|OBSCN|ARHGAP8|ARHGEF4|ARHGAP23|RHPN1|TMPO|IQGAP1|FMNL3|PLEKHG5|ARHGEF3|ARHGAP39|OPHN1|ARHGAP32|RACGAP1|ARHGEF17|ARHGAP11B|ECT2|PLEKHG4|ARHGAP40|TMEM87A|ARHGAP4|DEF6|DIAPH3|ARHGEF19|ARHGAP45|ARAP3|PLEKHG6|MYO9A|AAAS|ARHGEF2|ARHGEF1|ARHGEF10|MYO9B|ARHGEF25|YKT6|ARHGAP26,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.000524970902799291,0.00350818878756891,0.477270815362862,0.566106308647634,1.8431221322892,44,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121|POLR2D|TPR|POLR2A|POLR2J|GTF2F1|NUP58|POLR2H|NUP133,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.000535782238763956,0.00355912487178914,0.477270815362862,-0.6023519067191,-1.91008016300553,37,APOB|APOC1|APOA1|LIPC|APOC4|LIPA|APOE|SCARB1|AP2A2|UBC,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_SENSORY_PERCEPTION,0.000551339985844251,0.00364080132664014,0.477270815362862,-0.367929711911973,-1.56847095814816,223,APOC3|APOC2|TTR|APOA4|HSD17B6|SDC2|APOB|APOA2|APOM|APOA1|SCN9A|AKR1C1|OR6C74|RDH16|GPC6|ATP2B2|SDC1|RBP4|RDH11|MYO7A|APOE|RDH5|CYP4V2|BCO2|ACTG1|AKR1B10|GSN|ACTB|ABCA4|ESPNL|DHRS3|MYH9|SPTBN1|KCNMA1|CAPZA2|RGS9|LRAT|GNB1|DHRS9,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,0.000559608158241718,0.0036736629682221,0.477270815362862,-0.564262051226077,-1.88339655583188,44,FGA|FGB|FGG|ITGB3|APBB1IP|CNKSR2|NRAS|ACTG1|ACTB|MAP2K1|PEBP1|FN1|RAP1A|CAMK2D|RAP1B|CAMK2B|TLN1|MAP2K2|MAPK1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,0.000643918994273897,0.00417798603261435,0.477270815362862,-0.742422458587924,-1.9621891428633,17,TTR|HSD17B6|RDH16|RBP4|RDH11|MYO7A|RDH5|CYP4V2|ABCA4|LRAT|DHRS9,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.000643826635216949,0.00417798603261435,0.477270815362862,0.745773688843851,1.91159093493221,15,LIG1|POLA2|POLD1|POLD3|PRIM1|POLA1|DNA2|FEN1|PRIM2|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,0.000664172741988985,0.00425986655206728,0.477270815362862,0.57487187376818,1.8436857780058,39,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RAE1|POM121C|UBE2I|NUP42|NUP85|NUP37|NUP50|NUP98|POM121|TPR|NUP58|PML|NUP133,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.000660871084766937,0.00425986655206728,0.477270815362862,-0.438859345322292,-1.69760479212415,107,KNG1|F2|AGT|AGTR1|ACKR2|CCL16|OXT|F2RL2|MCHR1|C5|UTS2B|NPBWR1|AVPR1A|CXCL13|POMC|EDN2|ACKR3|GPR37|CXCL10,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.000682527408224409,0.00435257478616252,0.477270815362862,0.58177122380424,1.83138904708882,37,PSIP1|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|HMGA1|SLC25A6|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.000697582426342338,0.00439831631524322,0.477270815362862,-0.629712009129208,-1.91089902059709,29,SAR1B|SEC31A|HLA-E|SEC23A|SEC24B|TAPBP|SEC24D|B2M|SEC24A|SEC13|TAP1|PIK3C3|HLA-B|BECN1|HLA-C|HLA-A|HLA-G,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,0.000696228085411527,0.00439831631524322,0.477270815362862,-0.393720663722097,-1.6183173352931,163,FGA|FGB|FGG|APOB|LBP|DUSP3|CD14|IKBKG|PPP2CB|GSDME|SLC15A4|UBE2D3|MAPK14|S100A9|TLR1|MEF2A|EEA1|MAPKAPK2|NFKBIA|TAB3|IRAK2|SFTPD|IKBIP|MAP2K1|NKIRAS1|N4BP1|ECSIT|OPTN|MAP2K4|CTSB|UBC|ATF2|TLR3|SAA1|TIRAP|MAPK8|TANK|VRK3|BIRC2|BIRC3|MYD88|PIK3C3|PTPN11|MAPK1|PPP2R1A|USP18|RBSN|CHUK|LY96,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.000708116523527931,0.00443965191155714,0.477270815362862,0.529117864626701,1.76458828688023,49,ADCY3|ITPR3|ADCY7|PLCB3|CAMKK1|PRKCD|PLCB4|GRK2|GNAT3|PRKX|PRKAR2B|PLCB2|NBEA|PRKAR1B|PRKCG|PLA2G4A|GNA15,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,0.000719114676581878,0.0044834188774602,0.477270815362862,0.653190684500049,1.87072834600448,25,LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|PCNA|LIG3|XRCC1|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.000732348191046206,0.00454055878448648,0.477270815362862,0.485835347408657,1.73055553469796,66,CPSF7|RNPS1|SLBP|SRSF2|THOC3|SRSF1|CPSF4|SRSF6|NCBP2|CPSF6|ZNF473|THOC6|EIF4A3|NUDT21|SRRM1|CSTF2|DDX39B|THOC2|UPF3B|MAGOHB|DDX39A|U2AF2|ALYREF|MAGOH|CSTF3|SNRPB|THOC1|CPSF1|SRSF7|CSTF1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,0.000763532316257809,0.00470774621515864,0.477270815362862,-0.431769348826252,-1.68132176187812,111,FGA|FGB|FGG|DUSP3|CD14|IKBKG|PPP2CB|MAPK14|S100A9|TLR1|MEF2A|MAPKAPK2|NFKBIA|TAB3|IRAK2|SFTPD|IKBIP|MAP2K1|NKIRAS1|N4BP1|ECSIT|MAP2K4|UBC|ATF2|SAA1|TIRAP|MAPK8,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.000798260316575505,0.00489482699614431,0.477270815362862,-0.767383901733419,-1.9493345882732,15,FGA|FGB|FGG|ITGB3|APBB1IP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,0.000837533605337427,0.00510758198664791,0.477270815362862,-0.542155416030147,-1.84548163381194,48,PSMD7|PSMB2|CRY2|UBC|CRY1|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|PER1|RBX1|PSMD1|PSMB7|FBXW11|FBXL3|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PER3|PSMD3|RPS27A,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,0.00087028172793099,0.00527844787158144,0.477270815362862,0.361953345790071,1.51509546767969,194,KIF23|KIF18B|KIF11|KIFC1|KIF2C|BICD1|KIF15|KIF4A|TUBB3|KIF20A|RAB36|KIF3C|KIF20B|CENPE|KIF18A|PAFAH1B3|KIF22|TUBA1A|RACGAP1|KIF21B|USP6NL|CYTH3|CUX1|ALPP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_MISMATCH_REPAIR,0.000904969289830239,0.00545916609432728,0.477270815362862,0.737723603193724,1.89095669832075,15,EXO1|LIG1|MSH2|POLD1|POLD3|PMS2|MSH6|PCNA|MSH3|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.000919177529976352,0.00551506517985811,0.477270815362862,-0.568755819290851,-1.82798699570816,40,FGA|FGB|FGG|ITGB3|APBB1IP|CNKSR2|NRAS|LAMTOR3|ACTG1|ACTB|MAP2K1|PEBP1|FN1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.000942575343260563,0.00562520900042133,0.477270815362862,-0.703814245357138,-1.88963140256302,18,CYP2C8|CYP3A4|PTGR1|CYP2C9|CYP1A2|CYP1A1|CYP2E1|GPX4,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_SNRNP_ASSEMBLY,0.000968218459713013,0.00574750957999853,0.477270815362862,0.530668051581075,1.8105970693094,53,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|NCBP2|AAAS|NUP43|GEMIN5|NUP93|RAE1|GEMIN4|POM121C|NUP42|NUP85|NUP37|NUP50|SNRPB|NUP98|POM121|TPR|SMN1|SNRPF|TGS1|NUP58|SNRPD1|NUP133,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DNA_DAMAGE_BYPASS,0.00104903929812455,0.00619432728416398,0.45505986738723,0.532434677439985,1.76520145431612,48,DTL|PCLAF|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|USP1|RAD18,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,0.00111052008340387,0.00652284427936166,0.45505986738723,0.494956226388456,1.74350089736444,59,TSEN54|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|RPP25|NUP107|NUP62|NDC1|CPSF4|AAAS|NUP43|NUP93|RAE1|POM121C|POP7|CSTF2|NUP42|TSEN2|NUP85|NUP37|NUP50|NUP98|POM121|TSEN34|CPSF1|TPR,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.00117311921510702,0.00681875543780955,0.45505986738723,-0.706517747556281,-1.92098128919428,19,PEX26|PEX2|ABCD3|ACBD5|PEX3|ALDH3A2|PEX19|PEX13|PXMP2|SLC25A17|PEX12|PEX16|ATAD1|PEX11B,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CELLULAR_SENESCENCE,0.0011676290704481,0.00681875543780955,0.45505986738723,0.38069321148014,1.56290805784227,166,HMGA2|EZH2|LMNB1|E2F1|UBE2C|CCNA2|CBX8|CBX2|CCNE1|H2AX|E2F2|ACD|UBE2S|CDKN2A|CCNE2|CDK2|CBX4|H2AZ2|TP53|TFDP1|MRE11|PHC1|TNRC6C|HMGA1|SUZ12|RPS6KA1|RBBP4|SP1|H2BC9|CDKN2D|H2BC26|MAPK3|MAPK7|CABIN1|MAPK11|H3C8|EHMT2|RBBP7|MAPK9|CDK4|IGFBP7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.0011858705109234,0.00685715798026173,0.45505986738723,-0.755858133848754,-1.92005644216767,15,APOB|APOA1|MASP1|FTL|APOE,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.00123492247159521,0.00710398700154772,0.45505986738723,-0.724704334843368,-1.91536093926935,17,APOA1|ABCG8|ABCA6|ABCD3|ABCA9|PEX3|ABCA5|ABCG5|PEX19,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CDC42_GTPASE_CYCLE,0.00131095935770531,0.00750272124717503,0.45505986738723,0.380851853992659,1.54035383650029,152,ABR|DEPDC1B|IQGAP3|GIT1|ARHGEF4|TMPO|IQGAP1|FMNL3|PAK6|FMNL1|ARHGAP27|ARHGEF16|ARHGAP39|OPHN1|ARHGAP32|FGD3|CDC42EP5|RACGAP1|ARHGAP11B|ECT2|PLEKHG4|PAK4|ARHGAP40|FMNL2|ARHGAP4|DEF6|DIAPH3|ARHGEF19|CDC42EP3|ARHGAP45|ARHGAP33|ARAP3|SPATA13|CHN1|DOCK11|WIPF2|ARHGEF10|MYO9B|ARHGEF25|SRGAP2|YKT6|ARHGAP26|FGD1|PLEKHG2|CDC42BPA,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.00134270568553658,0.00764520176050419,0.45505986738723,0.636945198489867,1.82420151717022,25,LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|FEN1|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
