"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000971.17",893.277292113289,-6.7060821254893,0.173438897525881,-38.665387183337,0,0
"ENSG00000002933.9",512.55444418168,-7.77455017204776,0.144802421263804,-53.690747048241,0,0
"ENSG00000003436.16",1419.32643601546,-7.52558203890227,0.181904432811726,-41.3710755839104,0,0
"ENSG00000008394.13",8915.42462577205,-6.41726260106762,0.144803681904779,-44.316985014839,0,0
"ENSG00000010292.13",3171.77184175222,4.15644778343107,0.10950549961336,37.9565208880522,0,0
"ENSG00000011422.12",1002.20634495425,7.28112381946454,0.167727890270224,43.4103344872105,0,0
"ENSG00000011426.11",4025.84577551836,7.14565688105806,0.142070307957564,50.2966241418473,0,0
"ENSG00000013810.21",1957.57372100541,4.32072503496944,0.0937325302282248,46.096323490352,0,0
"ENSG00000017483.16",1591.52701164669,6.6125674399313,0.126481164972751,52.2810447022361,0,0
"ENSG00000025423.11",541.780386098129,-7.12477689123557,0.182368191782868,-39.068089789027,0,0
"ENSG00000035862.13",2433.6893063663,6.06611936705987,0.117861870759735,51.4680390524758,0,0
"ENSG00000050344.9",2299.02239231802,5.45667608594705,0.111772505513554,48.8194843702896,0,0
"ENSG00000051523.12",2120.38742773178,8.39155337111891,0.216642940770952,38.7344879147987,0,0
"ENSG00000057019.16",5258.3943634953,4.0546364366798,0.106857574380897,37.9443054006349,0,0
"ENSG00000062038.15",985.998112382572,6.52693420886511,0.158186647891144,41.2609679506996,0,0
"ENSG00000062282.15",1185.94342794868,-3.8796293420532,0.0979875375725761,-39.5930894699715,0,0
"ENSG00000065911.13",3255.42818697782,5.88705904599191,0.107245208035872,54.893446092461,0,0
"ENSG00000068489.13",1307.68665214588,6.33233259593324,0.12822357050299,49.3850902068398,0,0
"ENSG00000071282.12",432.654638486172,-4.17771129723032,0.0851865570585436,-49.041908036725,0,0
"ENSG00000071539.14",1053.05761337171,4.37121308518095,0.104244802386726,41.9321921582689,0,0
"ENSG00000071967.12",526.909509000374,6.67543020642255,0.0996215636223805,67.0078842741923,0,0
"ENSG00000072210.19",2555.8493653296,-3.27656119221923,0.073262352451211,-44.7236688775624,0,0
"ENSG00000072832.15",178.864049858202,4.65196525884065,0.107302943697169,43.3535660677626,0,0
"ENSG00000075643.6",494.475747320288,-4.34324257202687,0.097553203772343,-44.5217830278805,0,0
"ENSG00000076382.17",1471.01891412608,4.67341627174085,0.0846512235187432,55.20789986817,0,0
"ENSG00000079308.21",1435.40927472966,-7.80982476789138,0.184780715886239,-42.2653669807163,0,0
"ENSG00000080986.13",878.487414338514,6.82294886868744,0.171395582371914,39.8081956037945,0,0
"ENSG00000081059.20",1004.64333731728,4.5653168056831,0.103161035689675,44.2542746412153,0,0
"ENSG00000081923.15",805.29120881156,-6.31597185366381,0.145543832009002,-43.3956682772592,0,0
"ENSG00000082458.12",747.133562250079,5.19469747428665,0.0927416040181075,56.0125903501993,0,0
"ENSG00000085563.15",861.482049325944,-5.31150915441247,0.138330059403095,-38.3973604676529,0,0
"ENSG00000085999.13",414.405040778149,5.56726255350567,0.139321317084515,39.9598759903229,0,0
"ENSG00000087253.13",1160.01313226592,4.90828210857804,0.123492268955387,39.7456630289237,0,0
"ENSG00000088325.16",3836.24625183821,5.443980453295,0.126979389329613,42.8729456176822,0,0
"ENSG00000090889.12",1192.52206221924,8.37406133378255,0.21287718457121,39.3375238903601,0,0
"ENSG00000091513.16",3332.20356647722,-7.81280170855121,0.147803742235034,-52.8592956471121,0,0
"ENSG00000093009.11",677.164150350012,5.44792939135661,0.127431469725316,42.7518367566493,0,0
"ENSG00000094804.12",1976.84450553149,5.12470617332839,0.113062700668549,45.3262317548193,0,0
"ENSG00000099377.14",1095.3532276002,-5.12385243489542,0.114130987804955,-44.894489511051,0,0
"ENSG00000099812.9",1018.46813518951,8.23678340292076,0.184451607175138,44.6555252570928,0,0
"ENSG00000100342.22",3515.75741780802,-6.10892869724259,0.120729718714276,-50.6000408375029,0,0
"ENSG00000101144.13",1250.72266263429,6.20073389446401,0.153386997580187,40.4254206176923,0,0
"ENSG00000101188.5",1360.4387716619,8.59566635668489,0.202673725992792,42.4113501371688,0,0
"ENSG00000101210.14",1517.39402133536,5.43368900889242,0.138873474790776,39.1269032266867,0,0
"ENSG00000101311.17",1375.67043159408,4.97799258212836,0.128719257128269,38.6732544390601,0,0
"ENSG00000101412.13",1168.9648886505,5.33778495209141,0.137339123622632,38.8657274875154,0,0
"ENSG00000101670.12",552.191710845817,-5.29902475847865,0.107068145416186,-49.4920757045035,0,0
"ENSG00000102554.14",1985.30697706475,4.49933294076355,0.115154990285415,39.0719753404678,0,0
"ENSG00000103187.8",3967.36947657098,5.96365792777338,0.131325219961856,45.4113682772096,0,0
"ENSG00000103942.13",302.229481710101,-6.3838006621241,0.157395166173093,-40.5590642796718,0,0
"ENSG00000104325.7",914.926865076899,-4.78494395766139,0.115037077243081,-41.5947977150924,0,0
"ENSG00000105011.9",946.942185259823,6.41521818947351,0.159752198989574,40.1573075679053,0,0
"ENSG00000105281.12",9212.61944680079,11.1177886057599,0.22526794989012,49.3536191508064,0,0
"ENSG00000105329.11",799.269969903099,6.16853011214341,0.161189598953482,38.268785034471,0,0
"ENSG00000105499.14",198.287071139784,-3.43527108409006,0.0896238951282543,-38.3298570004583,0,0
"ENSG00000106348.19",1626.59671966495,4.20446064730364,0.0820329161325106,51.2533364108626,0,0
"ENSG00000106565.19",948.639294296688,-8.2022922889094,0.177774517697552,-46.1387402150852,0,0
"ENSG00000106853.20",5886.94315901983,-5.12103655751969,0.13326153960107,-38.4284661039484,0,0
"ENSG00000108176.15",187.372060338311,-7.00941920431408,0.168094392315591,-41.6993042287463,0,0
"ENSG00000108244.17",14007.2129583658,12.5036298071479,0.26512211787454,47.1617755145757,0,0
"ENSG00000109072.14",2772.63559234679,-13.4107641611304,0.352698751516191,-38.023282201822,0,0
"ENSG00000109586.12",859.061223857446,5.24492810609983,0.133226137476853,39.368611936311,0,0
"ENSG00000110660.15",1050.10009818025,5.13646917939412,0.109201077927922,47.0367992409787,0,0
"ENSG00000111206.13",2208.68336997726,6.63588897871939,0.157724816636181,42.0725737410504,0,0
"ENSG00000111424.12",666.306049444588,4.14501834617255,0.102712033646147,40.3557226843795,0,0
"ENSG00000111665.12",880.984842285171,5.8683342660336,0.156273756536164,37.5516298840335,0,0
"ENSG00000113758.14",1899.34389082678,4.91511737080105,0.10749577797443,45.7238178412012,0,0
"ENSG00000113905.5",283.572890359135,-6.99547243753673,0.152558995640302,-45.8542114031112,0,0
"ENSG00000114115.10",3836.00339862461,7.78257511306161,0.144887191901187,53.714721162995,0,0
"ENSG00000114120.14",1989.640337206,7.12702055142704,0.168891147763953,42.1988993845193,0,0
"ENSG00000114251.15",589.984329334393,6.05750639947287,0.156506929599196,38.704397402631,0,0
"ENSG00000114378.17",675.970643056394,-6.25607655474812,0.105289765317001,-59.4177082256061,0,0
"ENSG00000115718.18",726.193888300835,-5.90697259751987,0.127848218576405,-46.2030105956442,0,0
"ENSG00000115919.15",489.687112089076,-6.51031907998164,0.173027664012384,-37.6258855318978,0,0
"ENSG00000117228.11",2019.3551503167,-9.44186131286778,0.139319909159405,-67.7710843327119,0,0
"ENSG00000117394.24",9346.13503010835,5.90132193862786,0.150871103790473,39.1149914752629,0,0
"ENSG00000117519.16",2289.13517864323,-7.44839287473824,0.16769105616531,-44.4173532272086,0,0
"ENSG00000117594.10",693.934520603726,-10.0896571585212,0.225787945628148,-44.6864296960209,0,0
"ENSG00000118804.9",2049.52483148131,-5.21234818513062,0.0995019022302004,-52.3844074163698,0,0
"ENSG00000119686.10",383.586085316883,-5.11166864749918,0.105156693243098,-48.6100170122521,0,0
"ENSG00000119888.11",7249.78563268725,6.46084864697109,0.15348539710058,42.0942237438866,0,0
"ENSG00000119938.9",602.776561562853,-8.44820103232706,0.203993660855363,-41.4140370681277,0,0
"ENSG00000120885.22",10594.9299264286,-4.21740148782883,0.0906879317087014,-46.5045503670273,0,0
"ENSG00000124225.16",2673.90377154766,4.80737221631703,0.109133896747182,44.0502205053093,0,0
"ENSG00000125398.8",2351.18677885666,5.81827268605311,0.107031700889012,54.360274925337,0,0
"ENSG00000125505.17",1224.3527932451,2.9570586956065,0.0749983899114533,39.4282957153847,0,0
"ENSG00000125845.7",405.141001333475,-4.37955940335091,0.104774808927676,-41.7997364841204,0,0
"ENSG00000127564.17",845.260214545599,5.82850160082188,0.152436575989139,38.235584622664,0,0
"ENSG00000128284.20",772.067906252408,-3.84793762267721,0.0949336886139584,-40.5328991094467,0,0
"ENSG00000129353.15",1436.23478700585,4.88446749139497,0.095829725557742,50.9702752769738,0,0
"ENSG00000131620.18",2096.53819428765,5.93218900255207,0.144212451068312,41.1350681484643,0,0
"ENSG00000131711.15",733.522015748817,7.7422187120363,0.186558633430941,41.5001898848185,0,0
"ENSG00000131746.13",1339.03534919686,8.84182662515896,0.230691711404887,38.3274568961026,0,0
"ENSG00000131747.15",5915.2221368145,7.48390416253524,0.164316837051255,45.545570964227,0,0
"ENSG00000132470.14",3801.1712382054,8.00272561878155,0.190512722353741,42.0062530203217,0,0
"ENSG00000132840.10",1248.41220555625,-11.2152682015941,0.272737906532592,-41.1210467374247,0,0
"ENSG00000134339.9",3859.13327105254,-4.98040395052092,0.0940590654782519,-52.9497494494295,0,0
"ENSG00000135373.13",2205.59260683037,4.49877947913954,0.110003374508159,40.8967406614045,0,0
"ENSG00000135414.10",496.994717235355,5.70448896838663,0.116488413127495,48.9704410527349,0,0
"ENSG00000135476.12",790.021811312044,6.25120959398066,0.151217089467522,41.3393063971335,0,0
