"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000113721.14",63.0280237603441,-4.97499548408239,0.297552522054634,7.21390428874797e-66,6.54209395807763e-65
"ENSG00000185033.15",434.841101750485,1.48268252547809,0.0869541228223266,7.63999322579876e-66,6.92585798114299e-65
"ENSG00000163531.17",87.4890019932807,-6.00546314239245,0.353525912596036,7.76125933409651e-66,7.03310455719673e-65
"ENSG00000143162.9",1404.77500057658,-1.67318581673926,0.0979708641545113,7.83616629124072e-66,7.09827557525776e-65
"ENSG00000143153.14",2024.80045735678,-1.32943517675757,0.0778204068904179,8.99550132396892e-66,8.14533556788357e-65
"ENSG00000131652.14",517.206310681148,2.34613408745563,0.137994420867698,9.61696231276621e-66,8.70474359338835e-65
"ENSG00000182379.10",193.056334635119,2.49963087273472,0.146961469930761,1.02144438061704e-65,9.242028755823e-65
"ENSG00000152413.15",395.734061635971,2.29971204020557,0.135904881361783,1.04621816782005e-65,9.46257719112488e-65
"ENSG00000057657.17",514.440533064473,5.98300513312175,0.350479390999534,1.0836562704598e-65,9.79745720582064e-65
"ENSG00000125249.7",548.294299578476,-1.76438964207466,0.1034412829601,1.25167119238798e-65,1.13121927284653e-64
"ENSG00000167105.8",142.214338133117,2.79648001983541,0.164461347762611,1.30364345724467e-65,1.17774194572149e-64
"ENSG00000071575.12",302.236783244579,3.29932185961039,0.194455462460147,1.30584492671767e-65,1.1792822378126e-64
"ENSG00000254290.3",28.7570979542008,6.13052675784383,0.357747769671271,1.36041059168604e-65,1.22809243493482e-64
"ENSG00000165868.16",608.981362896405,1.91556493932294,0.112721229977855,1.60454777457224e-65,1.44793366997969e-64
"ENSG00000275152.5",44.9470702668078,-8.10123024705445,0.482674869951863,1.62295005382433e-65,1.46398354456444e-64
"ENSG00000169856.9",81.9159949027301,-9.31115899230771,0.569374100578905,1.63699776082764e-65,1.47609467795813e-64
"ENSG00000020633.19",163.266535187031,9.13946813445133,0.632215060563063,1.66426808753994e-65,1.50011504163799e-64
"ENSG00000105341.19",758.803214180344,-1.19673871135745,0.0702784773135299,1.67356410866228e-65,1.50792189472071e-64
"ENSG00000125741.6",490.771013964733,-1.31282315243349,0.0769034118393195,1.685740857923e-65,1.51831744848423e-64
"ENSG00000197580.13",142.039917722754,-4.37627820248281,0.261277647230038,1.77525257444118e-65,1.5983329755706e-64
"ENSG00000125148.7",5153.40312033207,-2.99579939680099,0.176344705692391,1.88818165394918e-65,1.69936348855426e-64
"ENSG00000203995.11",33.3014817947047,-4.53966853963873,0.271447038628237,2.10664772995704e-65,1.89526478159885e-64
"ENSG00000253187.2",112.952322990915,9.66064483093482,0.805896426502624,2.19664369825555e-65,1.97548218391775e-64
"ENSG00000257743.9",208.753589148228,9.75021633205822,0.570079092585011,2.33284682888985e-65,2.0971780860319e-64
"ENSG00000167716.19",689.660307749609,-1.77821859154607,0.10466509323037,2.37078231315216e-65,2.13047486642743e-64
"ENSG00000152620.13",753.940759259012,-1.48539725599713,0.0873523741427808,2.39235249240678e-65,2.14904553884847e-64
"ENSG00000120688.9",572.651119308359,-1.61113598156668,0.0948653455266789,2.65264311491224e-65,2.38196319933008e-64
"ENSG00000157833.13",72.028175672485,4.24172279241769,0.249690056198325,2.68052380116735e-65,2.40608922152402e-64
"ENSG00000081051.8",42.5029646432828,-7.74581443050039,0.458879129921839,2.81516005231505e-65,2.52598664157668e-64
"ENSG00000135931.19",276.881980480214,1.75460522846076,0.102811374264681,2.93259077984376e-65,2.63036116359778e-64
"ENSG00000130600.22",128.287492348544,-9.56701750193742,0.655611794136503,2.98102825513051e-65,2.67279736080048e-64
"ENSG00000136828.19",241.304785764457,4.49919158711381,0.266544699173526,3.01099718164436e-65,2.69864883249944e-64
"ENSG00000146223.16",4453.81203779888,-1.38127971645715,0.0813894662649104,3.37984778081845e-65,3.02809372471591e-64
"ENSG00000203434.2",31.8365070151549,-12.9964226575961,3.26620229419555,3.64122974986929e-65,3.26104252598588e-64
"ENSG00000228044.3",61.0104493616885,11.3675120808276,1.3201229785008,3.73910954400163e-65,3.34744028569856e-64
"ENSG00000111344.12",172.253750630039,7.6541335349382,0.445293001016823,4.19991868757588e-65,3.75856325352731e-64
"ENSG00000124564.17",51.8988219678144,-13.8169198031977,3.36287489207238,4.47130944228422e-65,3.99992732819935e-64
"ENSG00000169683.8",618.852178002372,2.50377728297227,0.148049570857624,4.84883427778017e-65,4.33601893567609e-64
"ENSG00000163257.11",1107.76081427643,1.34998917357767,0.0794547872364731,5.08070407382603e-65,4.54165609550027e-64
"ENSG00000104679.12",412.058361005005,-2.43993365222332,0.143941801830298,5.24408452493683e-65,4.6859387340773e-64
"ENSG00000163714.18",4636.58922964488,1.56410169736353,0.0921776090145224,5.76719744536684e-65,5.15143687570169e-64
"ENSG00000085063.18",4578.16702268412,-1.81620641284709,0.106859201563575,6.16463141001364e-65,5.5043669405727e-64
"ENSG00000111696.12",546.91309968972,1.67038839780023,0.0985928967336396,6.5135934833131e-65,5.81376771221982e-64
"ENSG00000151576.10",924.074902169687,1.60588651607657,0.0947378198130123,6.54288929132261e-65,5.83772214719021e-64
"ENSG00000107362.14",287.199632871035,-1.9650821317346,0.11577208606473,6.81531082929608e-65,6.07849971861101e-64
"ENSG00000112679.15",294.79331404791,-1.29460331668515,0.0763877267071284,7.05487588412894e-65,6.28980319534333e-64
"ENSG00000163040.15",172.692197163395,6.54486029144741,0.384136772082746,7.11134286360948e-65,6.3377675179583e-64
"ENSG00000184307.17",682.249631516674,1.93288327605291,0.114187231876883,7.19657688158044e-65,6.41132398778758e-64
"ENSG00000213626.13",893.45453400759,2.04953755077116,0.121110118747116,7.28499182021493e-65,6.48765806981345e-64
"ENSG00000040633.13",731.981913852018,-1.76200412339282,0.10396707946324,7.48646125918742e-65,6.66457801225489e-64
"ENSG00000117151.13",232.216048674478,-2.1409787050853,0.12633260945089,8.1906680502434e-65,7.28874323197194e-64
"ENSG00000189241.8",1216.94766545149,-2.35930110729258,0.139585478853591,8.3397218839913e-65,7.41860428714148e-64
"ENSG00000227117.6",34.065688332946,-13.1459723961732,3.28432740959502,8.41226484327419e-65,7.48033329436935e-64
"ENSG00000135317.14",1368.1471084442,-1.25442370867816,0.0740597349107817,1.02113909528299e-64,9.0767494955338e-64
"ENSG00000189362.12",175.368373235955,1.77809616943783,0.105050098434427,1.12654049594794e-64,1.00099002316721e-63
"ENSG00000132128.18",841.196531017742,-1.57645993068806,0.0931747902588116,1.15732785584763e-64,1.02796162693482e-63
"ENSG00000105717.14",119.685466181482,12.7464174486325,2.61248320385489,1.22344467176851e-64,1.0862816597822e-63
"ENSG00000167191.12",248.653765386393,-4.60570973547255,0.273236305999542,1.24160812574587e-64,1.1019968084675e-63
"ENSG00000272462.4",121.153408550751,-1.61411382392148,0.0951686993587472,1.29675684201071e-64,1.15051444731402e-63
"ENSG00000106004.5",91.8526250996467,12.197942314744,2.49152035263699,1.34770617874352e-64,1.19527145075942e-63
"ENSG00000084070.12",565.927947173389,-1.4554681739071,0.0859759011505895,1.39584657889144e-64,1.23750474413029e-63
"ENSG00000148481.14",382.929268554258,-1.48453996240521,0.0879674789557956,1.41269756401771e-64,1.25197685981286e-63
"ENSG00000259498.1",30.1200888339654,-3.95676529768088,0.234847473613787,1.59728033380489e-64,1.41503189885117e-63
"ENSG00000256969.2",45.7562127591638,-10.9368768644872,1.31948188856017,1.61146710012144e-64,1.42706767691962e-63
"ENSG00000077684.16",846.662539607941,-2.23514424217777,0.132794764139716,1.68170404694069e-64,1.48871236745763e-63
"ENSG00000165046.13",162.03334402069,3.56290605035784,0.211509349365978,1.81083666474081e-64,1.602428525494e-63
"ENSG00000198576.4",106.473289399311,4.55111201535884,0.269971485133973,2.00158028405951e-64,1.77055990043566e-63
"ENSG00000186472.20",128.857404081018,4.88967017803018,0.290498714493577,2.14160605330241e-64,1.89371874058025e-63
"ENSG00000214826.5",134.716890899779,4.36833336081003,0.259980100744767,2.16991641915237e-64,1.91803814184176e-63
"ENSG00000139116.19",900.730877604505,-2.28134930126124,0.135463571446053,2.24895503102879e-64,1.98660335158562e-63
"ENSG00000283633.1",359.789702770243,4.53645814997472,0.270102433653751,2.2491585248679e-64,1.98660335158562e-63
"ENSG00000196132.14",31.5298137825286,12.3501124092802,2.74176755692601,2.29798289625865e-64,2.02897367171149e-63
"ENSG00000256916.1",50.861541182699,7.18781996844387,0.427431373090497,2.4800290397134e-64,2.18889519592096e-63
"ENSG00000152804.11",346.44735737845,-3.01191023235536,0.179306169648125,2.74267644199835e-64,2.41981085341392e-63
"ENSG00000113389.16",294.132078630765,-11.9561381239237,0.842036436254573,2.92702293163622e-64,2.58149727624552e-63
"ENSG00000123407.4",39.1937392056364,12.7611563998277,2.783471909463,3.14635253616488e-64,2.77390568249636e-63
"ENSG00000231826.9",36.8327906424938,5.99679818310357,0.35465493850407,3.42239108419508e-64,3.01614881783738e-63
"ENSG00000164920.10",67.1269623447013,7.20426620794292,0.42292768984242,3.61409402329566e-64,3.18391495353469e-63
"ENSG00000103494.16",190.173856053469,2.1357931069228,0.127015788201553,3.78372071315695e-64,3.33211533771563e-63
"ENSG00000184588.18",1646.41085209855,3.39957158611596,0.202106574394299,3.83815935598197e-64,3.37880366434128e-63
"ENSG00000204618.10",58.2544557164841,4.08159570659531,0.24195884344883,4.11083320156506e-64,3.61750275547876e-63
"ENSG00000181143.16",74.989823371923,9.88075322824639,0.736962272804098,4.18179398484159e-64,3.67858477533232e-63
"ENSG00000160345.13",91.9107030704011,2.66528200775118,0.158856856534798,4.45413897847503e-64,3.91670695585932e-63
"ENSG00000070540.13",251.514645434554,-1.4793385286749,0.0878150801412977,4.63889080809005e-64,4.07765712742216e-63
"ENSG00000166224.18",2227.23541742735,1.58055102228461,0.0938534246768541,4.94324331250356e-64,4.34358016704669e-63
"ENSG00000266304.2",69.6359715429793,-4.70785864584266,0.280526268924055,5.42037119368331e-64,4.76106642829779e-63
"ENSG00000215769.8",133.120005554814,4.70865607389924,0.281726395273525,6.89651496959806e-64,6.05542059308404e-63
"ENSG00000136754.18",1083.32534876981,-1.08059951756228,0.064087435167735,7.0494442150532e-64,6.18741129163815e-63
"ENSG00000078114.19",1020.56863685078,4.84557257731487,0.289708997350636,7.13537340970049e-64,6.26051916711476e-63
"ENSG00000215256.6",568.098376056829,-1.60833310639581,0.0957394106770619,7.16918245540628e-64,6.28786013657144e-63
"ENSG00000176619.13",3144.1857375322,2.01362960616744,0.119981686637547,7.34975945137566e-64,6.443858867834e-63
"ENSG00000101608.13",6485.82584419705,-1.81429253548136,0.108276197760572,7.56328935884241e-64,6.62862308346369e-63
"ENSG00000137819.14",310.977310594816,2.62417221777184,0.156643056475136,7.74046134868999e-64,6.78139791563025e-63
"ENSG00000266680.1",60.2395232159538,-4.3087211967383,0.259659746369952,7.80265151715009e-64,6.83336195368111e-63
"ENSG00000177989.14",40.8934183166566,-2.81101364501987,0.16846197251662,8.22089420388187e-64,7.19699440605965e-63
"ENSG00000124875.10",79.7900875932416,-6.54739691365959,0.390520506183588,9.43829695177577e-64,8.25972700448144e-63
"ENSG00000171320.15",449.431292563509,3.02914317878225,0.181134911371898,9.47293974804987e-64,8.28699049561445e-63
"ENSG00000183734.5",174.316412030675,10.4818223147231,0.7662399997449,9.95300690499754e-64,8.70375062594244e-63
"ENSG00000105948.13",338.053125483182,1.77944230435367,0.105954612042271,1.0068440466614e-63,8.80145489593486e-63
"ENSG00000114854.8",74.0257725557694,7.7408681861053,0.458543475478721,1.08163279247775e-63,9.45175145479733e-63
"ENSG00000291007.1",58.6087587849631,2.59226154821374,0.154938051993388,1.08444986172065e-63,9.47288292229755e-63
"ENSG00000275074.2",113.217511289921,-2.66902341482278,0.159345551742423,1.14416707368284e-63,9.99085006141217e-63
"ENSG00000184371.14",327.097326071781,-3.43129314949706,0.205145730958487,1.25918296899733e-63,1.09911263126261e-62
"ENSG00000128268.12",66.8768309149526,10.6380950583181,1.27769806614031,1.27967622626706e-63,1.11659037656389e-62
"ENSG00000154124.6",839.595313565115,-1.75767860343207,0.104826705607973,1.28042636839742e-63,1.11683461901605e-62
"ENSG00000170873.19",369.513231951388,-2.94471343614867,0.17662094954393,1.30040016789739e-63,1.13384010233961e-62
"ENSG00000166311.10",440.813057159901,-3.58963403021504,0.214400062894874,1.41229383778659e-63,1.23095012628511e-62
"ENSG00000104237.11",33.6102526852897,6.35593514030056,0.377838634578453,1.44360640655313e-63,1.25778047549682e-62
"ENSG00000070756.17",20558.3299324875,1.09178716959942,0.0647932776604467,1.520763130972e-63,1.32451943981356e-62
"ENSG00000235106.10",298.33307734982,1.41597160686539,0.0844466407100401,1.56237181930631e-63,1.36026001027655e-62
"ENSG00000175203.17",1933.76099429409,-0.992808352873315,0.059221982602005,1.79258371607923e-63,1.56011930526192e-62
"ENSG00000109775.11",353.942457753689,-1.81858003492561,0.10854805318013,1.89231319710168e-63,1.64631248147846e-62
"ENSG00000188060.8",91.0497346979776,4.4628456604369,0.266234698531884,1.9252918900826e-63,1.67439061447645e-62
"ENSG00000269335.7",979.638942199985,-1.77464548193087,0.106255660833566,2.27255285167718e-63,1.97567360103165e-62
"ENSG00000168917.9",244.611035679458,-3.5425741277613,0.214142432287989,2.33533812815504e-63,2.02951393639994e-62
"ENSG00000067113.17",319.350427524627,-1.86989409179978,0.111798011953025,2.68396358595833e-63,2.33163200914763e-62
"ENSG00000143819.13",2053.34733594704,-1.38662974186855,0.0828380562891075,2.72285971276838e-63,2.36455725915765e-62
"ENSG00000163655.16",2911.84822624815,1.77862762383988,0.10704422382675,3.20713428437307e-63,2.78408795278307e-62
"ENSG00000066583.12",758.54271787307,-1.45515125071599,0.0869489426955538,3.65402041378523e-63,3.17086733093946e-62
"ENSG00000084463.8",2509.16203328128,1.50003780555922,0.0897065754858726,3.66495377682445e-63,3.17919346798237e-62
"ENSG00000150907.10",317.809397062969,-1.9584959675811,0.117126752057506,3.82849512729504e-63,3.31984621279242e-62
"ENSG00000100503.27",1241.48831196293,1.55814020113345,0.0932769545028116,3.938815625161e-63,3.4142631355182e-62
"ENSG00000107798.18",1169.92301175288,-2.28534965967918,0.137163413150578,4.23040807514846e-63,3.66568486657611e-62
"ENSG00000164867.11",166.205654836441,5.92211428793124,0.351941729477893,4.51191108085771e-63,3.90818381041033e-62
"ENSG00000272622.2",63.1293099360736,-3.23278466744293,0.195728925733821,4.55078113915846e-63,3.94041570675e-62
"ENSG00000151718.16",775.429849568453,-2.65708618526548,0.159635723528479,4.57921675019824e-63,3.96359245750577e-62
"ENSG00000065000.20",2168.83718455094,-1.32383030232136,0.0792398126562836,4.67014862502218e-63,4.04082695784706e-62
"ENSG00000025039.15",380.163294656686,-2.2443121977767,0.134462719982263,4.99242105451332e-63,4.31809877879628e-62
"ENSG00000137414.7",775.827908892475,-2.10460765048424,0.126208061604544,5.25885683210088e-63,4.54689146775494e-62
"ENSG00000265763.4",77.6182923912127,8.37222185741632,0.496143219464299,5.96809217353899e-63,5.15822988405112e-62
"ENSG00000241839.10",156.068464458844,2.59928423162434,0.156501657983621,6.14198294137548e-63,5.30659282795958e-62
"ENSG00000081277.13",87.0205876177613,9.91307395236737,0.82656276393105,6.32914502823177e-63,5.46630994783755e-62
"ENSG00000137474.23",151.63638639561,-3.6546875426978,0.221560254033102,6.48460950368099e-63,5.59854454096427e-62
"ENSG00000159208.16",24.82029402714,-4.3118109926624,0.259826413304498,7.10812584422689e-63,6.13463288249393e-62
"ENSG00000127241.18",73.5199119096329,-9.62912029464116,0.66845027789135,7.19231041056035e-63,6.20461199952957e-62
"ENSG00000160471.13",47.40708775154,3.26626208933444,0.196687568151574,7.19443452768491e-63,6.20461199952957e-62
"ENSG00000095321.18",677.219022550903,-1.80140810903743,0.108084590928601,7.38079933744883e-63,6.36302595512694e-62
"ENSG00000284652.1",162.563123611094,-12.8789538058777,1.39553382836349,8.51277421958734e-63,7.33624457508777e-62
"ENSG00000162368.15",2840.3561468212,-1.49918007626658,0.0900398564869359,8.74283440574681e-63,7.53177584225218e-62
"ENSG00000138658.16",267.099924080054,3.37792618622335,0.204087882492374,8.92968757711765e-63,7.68995683988837e-62
"ENSG00000134569.10",77.6399624395333,3.06986113151789,0.184664806893586,8.9594944257548e-63,7.71282899985873e-62
"ENSG00000166275.16",501.532994120786,-1.88213159459509,0.113141539350683,8.97119641502721e-63,7.72010456714896e-62
"ENSG00000178078.12",741.721170763335,-2.73367098241594,0.164842059936282,9.25752525242318e-63,7.96361761210804e-62
"ENSG00000185437.16",97.6647812103421,-2.61203274477079,0.15735549355904,9.27333617656956e-63,7.9743304681283e-62
"ENSG00000111875.8",537.665610586987,-1.60606630076487,0.0967118909833196,9.34949114543326e-63,8.03690786084637e-62
"ENSG00000269825.3",84.6650840762995,10.4099720866425,0.991541205669986,9.44065844895893e-63,8.11234004418319e-62
"ENSG00000148735.16",71.221850329052,7.41962555174797,0.446256866121636,9.88521010323315e-63,8.49127034943546e-62
"ENSG00000148444.16",641.868523299532,-1.87055672373085,0.112441591176535,9.91830925499534e-63,8.51662194921888e-62
"ENSG00000151729.11",1146.68349373127,-2.2978898337629,0.138265750233958,9.94488024532309e-63,8.53635166991936e-62
"ENSG00000180758.12",271.490054143071,-1.89373581828604,0.113621351430223,1.00700161798691e-62,8.64064141214132e-62
"ENSG00000120889.13",2670.79926199103,-2.01680679845744,0.12133042179215,1.01679207330689e-62,8.72149820625206e-62
"ENSG00000253982.3",66.2450947593354,-2.55702758312902,0.153630715604675,1.20744433021032e-62,1.03530723057131e-61
"ENSG00000237949.3",30.4743189649732,-6.40832829345369,0.385195257857709,1.22032154025031e-62,1.04597101777283e-61
"ENSG00000158457.6",461.49968817338,-2.46968806711459,0.148473238254978,1.2451509660009e-62,1.06686798677804e-61
"ENSG00000179178.11",129.524183687879,9.19212230507604,0.598657585846111,1.29801847795655e-62,1.11176476270992e-61
"ENSG00000125247.16",262.280140008379,-1.32717087109491,0.0798051244499994,1.38234647017538e-62,1.1835656457511e-61
"ENSG00000156299.15",226.666167130093,-3.91862179918665,0.236848238176324,1.41327482570597e-62,1.20961046433667e-61
"ENSG00000175602.4",844.327602670896,2.22810959596166,0.13430104500096,1.4383928990789e-62,1.2306653366723e-61
"ENSG00000163975.14",1779.54660000325,1.94400429009115,0.117023788229887,1.6260621673094e-62,1.39073109599444e-61
"ENSG00000128590.5",423.302881591534,-2.08595093139074,0.125534944280022,1.67296896664372e-62,1.43033426662185e-61
"ENSG00000213397.12",384.772633568316,1.983701460942,0.119723081056414,1.97732324139504e-62,1.68993898187742e-61
"ENSG00000197706.5",207.818149801531,-2.65478092901061,0.161245608092864,2.06379007282736e-62,1.76320424531377e-61
"ENSG00000188917.15",359.184669162455,1.39873676415141,0.0841495567237592,2.22574163772552e-62,1.90088420128079e-61
"ENSG00000160194.18",761.60867986753,-2.03666907939645,0.123156157568694,2.2533195455781e-62,1.92374523821083e-61
"ENSG00000135097.7",44.0800663703212,5.54650180890449,0.333373386988226,2.3786995819359e-62,2.03005726807616e-61
"ENSG00000204366.4",73.3451976904599,3.52364638234825,0.213077727683423,2.42711697795829e-62,2.07063417182067e-61
"ENSG00000011132.12",228.797175309044,-1.92983281845196,0.116460301806881,2.55300472603303e-62,2.17725009867183e-61
"ENSG00000130844.19",140.56390021036,-4.20787839162609,0.256964150971724,2.69325196440841e-62,2.29603113448185e-61
"ENSG00000075275.18",549.439932283847,2.25641523121349,0.136544104675688,3.58336629030286e-62,3.05376866741957e-61
"ENSG00000167658.16",29321.5538998488,-1.60019181343101,0.0966000861278607,3.82652098586197e-62,3.25981707084676e-61
"ENSG00000111962.8",92.8395332849319,6.82669160687999,0.411130967735007,3.99040292659195e-62,3.39820939080263e-61
"ENSG00000226051.10",101.315380865822,8.94049517798277,0.587096671151772,4.17136052122352e-62,3.55103884371254e-61
"ENSG00000135314.14",21.001590034171,5.85557124929351,0.351761966036589,4.3319754396231e-62,3.6864474620741e-61
"ENSG00000103253.19",409.038120770339,4.00014987910723,0.24343426811505,4.49073513943195e-62,3.82018088455044e-61
"ENSG00000076067.14",1108.75384225346,1.92718866137946,0.116751493448064,4.63718784519809e-62,3.94335297211958e-61
"ENSG00000240583.14",42.2251610320198,3.70852973847977,0.224568685707326,4.64980167673865e-62,3.95266426715174e-61
"ENSG00000266709.1",28.229515578526,-6.27659957467108,0.378554248838602,4.71463752807186e-62,4.00634547152897e-61
"ENSG00000104886.12",960.452618214827,-2.11195350868558,0.127771017114016,4.82386517809722e-62,4.09769749087937e-61
"ENSG00000139344.8",120.881438522401,-2.28624968151426,0.138469882500736,6.27468657821083e-62,5.3282116882047e-61
"ENSG00000105708.9",29.9353204317477,4.96481465316835,0.300805316561398,6.33290634408887e-62,5.37572761181039e-61
"ENSG00000101493.11",219.044381803321,-1.84770897465453,0.111998458181662,7.44834622963031e-62,6.32031694533582e-61
"ENSG00000196653.12",106.964591109643,2.22319242124802,0.135036365072797,7.65984409277211e-62,6.49746275169394e-61
"ENSG00000115457.10",2632.81685379436,-2.51931888218711,0.152245659825165,7.73711381148613e-62,6.56066369641582e-61
"ENSG00000242779.8",42.6517929015162,5.57623747951655,0.338027164577792,8.23115512316192e-62,6.97709369486862e-61
"ENSG00000114405.11",35.7456070602956,-10.6586495806793,1.32751273805134,8.443342080868e-62,7.15439949206907e-61
"ENSG00000166747.13",1862.17585237228,-1.29209595893412,0.0781927363548523,9.49065363572578e-62,8.03896271405574e-61
"ENSG00000245614.6",34.8703683233774,3.75043445475888,0.227353471260732,9.75040280896061e-62,8.25603626080654e-61
"ENSG00000158042.9",1056.08539686028,1.79132460966431,0.10853295967999,9.8412803543929e-62,8.33001602627177e-61
"ENSG00000173530.6",1284.20811036279,-3.58581672845631,0.217951293822072,1.01470534261847e-61,8.58577363467453e-61
"ENSG00000196639.7",125.473562194514,8.10447230626085,0.485199015672959,1.10149443288735e-61,9.31680707817214e-61
"ENSG00000103126.15",1059.68318451066,1.61425371100477,0.0978468202887073,1.10252115306312e-61,9.32217155799297e-61
"ENSG00000165730.16",132.579846089505,6.77192705312894,0.407778039264651,1.14759670018252e-61,9.69984669965664e-61
"ENSG00000184574.10",103.231900290286,9.37590987730944,0.719607133328862,1.17843541131057e-61,9.95696174103074e-61
"ENSG00000100479.14",244.843907265641,1.97296606702101,0.119667921098942,1.32794402243573e-61,1.12162156745629e-60
"ENSG00000105357.20",2319.63458497273,1.8813838710826,0.114197642063319,1.33366569851508e-61,1.12605382173593e-60
"ENSG00000179918.19",2459.38407063691,-2.1991082759098,0.133642449236371,1.33498333143433e-61,1.12676578197928e-60
"ENSG00000167740.10",249.922291258689,-1.380320618995,0.0835861869575576,1.36485841954222e-61,1.15157201856296e-60
"ENSG00000246898.2",36.1737232102607,3.45458867525945,0.209168652370636,1.46847379432026e-61,1.23855543639561e-60
"ENSG00000268043.9",410.162560983971,-2.14504899178282,0.13059715792913,1.56122915562925e-61,1.31632068425099e-60
"ENSG00000106236.4",98.9990046796874,-12.7282620481082,3.23760470931577,1.63167349920821e-61,1.37522630517013e-60
"ENSG00000130066.17",6432.37745678402,-2.2408860970642,0.136313263784407,1.768935126997e-61,1.4903858886593e-60
"ENSG00000132205.11",98.5201246408706,2.07984853328539,0.12638429687891,1.89278724709949e-61,1.59416985481773e-60
"ENSG00000163788.14",404.147089763474,-1.52176080411147,0.0922848600522661,2.01027475392268e-61,1.69252164765748e-60
"ENSG00000128335.14",1596.38149662119,-2.44311758884948,0.148940753554551,2.07231017657593e-61,1.74413320353844e-60
"ENSG00000145780.8",845.275233767582,-1.80395298695383,0.109739247476346,2.09819843880683e-61,1.76529617853705e-60
"ENSG00000162769.13",374.188550192975,1.48541893560541,0.0902496581328859,2.31985253063228e-61,1.95109126965465e-60
"ENSG00000129214.15",21.6227860659918,-4.96117793407725,0.301505072268122,2.4913441817667e-61,2.09458108535012e-60
"ENSG00000006634.8",1025.9192127572,1.76806329542827,0.107093343770797,2.50550582916225e-61,2.10574200100611e-60
"ENSG00000145113.22",47.7143048550563,4.92987610087071,0.301016461004383,2.63605097389725e-61,2.21467444927604e-60
"ENSG00000102890.16",371.599101612988,2.21561375560994,0.135006316435747,2.63719995900892e-61,2.21485630220724e-60
"ENSG00000146574.16",2122.057167399,1.06055977113861,0.0642410641147337,2.76951257167001e-61,2.32515705513377e-60
"ENSG00000117472.10",268.426087388012,3.68398806348154,0.224755709201868,2.79514736998431e-61,2.34584965316245e-60
"ENSG00000166801.17",1131.9043014829,1.62298344599953,0.0986668812318922,2.90128778338809e-61,2.43406874402156e-60
"ENSG00000103042.9",515.50042590221,-1.55127973009586,0.094613048476319,3.25155831509386e-61,2.72696898099556e-60
"ENSG00000124102.5",87.5746949992216,7.15386264517857,0.43659991665734,3.38373193697371e-61,2.8368167043792e-60
"ENSG00000273079.7",39.4604202018005,9.85096193365182,0.972941617455391,3.51089923339598e-61,2.94239123826351e-60
"ENSG00000285294.1",36.7880063936144,-3.67717740418876,0.22489932572993,3.54144597092545e-61,2.96694473564199e-60
"ENSG00000153395.10",1181.46349482139,1.44354378997786,0.0881595988688379,3.55605383029404e-61,2.97813238798709e-60
"ENSG00000143367.17",719.132055638606,-2.13388183515488,0.130100892551651,3.70312778952459e-61,3.10021107257661e-60
"ENSG00000188171.17",23.2323660700342,-5.83579690295188,0.355388700109142,3.78401857911753e-61,3.16681554871812e-60
"ENSG00000267002.4",426.042999966206,2.0175122725705,0.123052006696948,3.80868404882893e-61,3.18633514771877e-60
"ENSG00000291083.1",59.0584105436773,-8.35336453007742,0.512242312435779,3.98035397088742e-61,3.32878123811785e-60
"ENSG00000165060.15",396.929973450732,-1.65448005394609,0.100699315298339,4.0558063690555e-61,3.39068838688621e-60
"ENSG00000177614.11",32.0355060662904,-5.02752984427968,0.305123121081369,4.31481152421926e-61,3.60594963095467e-60
"ENSG00000131845.15",26.498193408893,-6.70277311592897,0.408423942815629,4.37786136936583e-61,3.65735439267703e-60
"ENSG00000054523.20",1671.6986576931,-1.98206537734284,0.120905103094395,4.57443817281353e-61,3.82023491710598e-60
"ENSG00000224321.1",27.0996292090076,-3.53483545333283,0.215387464730444,4.77969365791114e-61,3.99024618871872e-60
"ENSG00000137404.15",255.316225222521,2.4242491077073,0.148110938844943,4.93522645916639e-61,4.11864243259525e-60
"ENSG00000155256.18",613.287743622937,1.32397635936032,0.0805819127651027,5.54972576011691e-61,4.62983970946739e-60
"ENSG00000100564.9",452.669160611149,-1.71571058951629,0.104597824508418,5.56518055497158e-61,4.64110264610709e-60
"ENSG00000170185.11",654.705059112975,-1.61017055588127,0.0981784627312415,6.44545386295667e-61,5.37332308526093e-60
"ENSG00000274265.5",189.057671800464,-1.81571605593055,0.110705404841067,7.28463118241487e-61,6.07078158643984e-60
"ENSG00000270069.3",363.863683436927,3.78958949205763,0.232226269512561,7.77175298812317e-61,6.4744617755494e-60
"ENSG00000131373.15",650.477348724251,-1.96322487687145,0.12006793123078,7.79414138907003e-61,6.49083633000709e-60
"ENSG00000164402.14",1243.82172472641,1.22141800621498,0.0745089318679449,1.00236076309861e-60,8.34457430226258e-60
"ENSG00000163611.11",293.135786535507,1.58427822034981,0.0968106006653018,1.07450609405032e-60,8.94204423258205e-60
"ENSG00000168487.20",673.045849037856,-2.17910436749749,0.133692437123802,1.18787232543605e-60,9.8820159724804e-60
"ENSG00000172738.13",42.325997009365,-3.30130604819559,0.202430596648077,1.3539751738208e-60,1.12598964822892e-59
"ENSG00000128294.16",455.914787021614,-1.95610264943171,0.119833072959098,1.64958648548374e-60,1.3713450688388e-59
"ENSG00000286019.2",104.717638301255,-2.41985703602337,0.149039152466991,1.75425241692144e-60,1.45784636649059e-59
