"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000101144.13",1250.72266263429,6.31001862072418,0.153439042064604,41.1239443092157,0,0
"ENSG00000101412.13",1168.9648886505,5.40553382835651,0.137411613833166,39.3382602646633,0,0
"ENSG00000102554.14",1985.30697706475,4.38942995990144,0.115246229782682,38.0874061405611,0,0
"ENSG00000103187.8",3967.36947657098,6.21156248700521,0.131335731081755,47.295297599848,0,0
"ENSG00000103534.17",663.941608077269,8.47781518310801,0.209355749990725,40.4947806949825,0,0
"ENSG00000105011.9",946.942185259823,6.01608752527495,0.159925233396387,37.6181256547778,0,0
"ENSG00000105281.12",9212.61944680079,10.2100695835411,0.225289883205336,45.319698506991,0,0
"ENSG00000105499.14",198.287071139784,-5.97924975259679,0.138424583426015,-43.1949990717696,0,0
"ENSG00000105963.15",1292.08691425422,8.65994441843689,0.18941210154101,45.7201221462712,0,0
"ENSG00000106348.19",1626.59671966495,4.32969603969712,0.0821239884245181,52.7214535333563,0,0
"ENSG00000106366.9",8927.22105011527,-7.85762269550782,0.164776494566398,-47.6865509014789,0,0
"ENSG00000106565.19",948.639294296688,-6.03004920787118,0.15804428948114,-38.1541732869177,0,0
"ENSG00000106853.20",5886.94315901983,-5.79451463486129,0.134054433155805,-43.2250877382517,0,0
"ENSG00000108176.15",187.372060338311,-4.26239824524248,0.103199328398979,-41.3025773652676,0,0
"ENSG00000108244.17",14007.2129583658,13.9935111981451,0.265114278533955,52.7829405323898,0,0
"ENSG00000108375.13",2152.60735237929,5.17601480014606,0.131295095502402,39.4227581795039,0,0
"ENSG00000108679.13",3871.42721213024,3.19875831885015,0.0827036711608019,38.6773437497201,0,0
"ENSG00000109072.14",2772.63559234679,-11.7941745962987,0.234455284070448,-50.3045800100409,0,0
"ENSG00000109586.12",859.061223857446,5.30758585275266,0.13332248725164,39.8101322752465,0,0
"ENSG00000110492.17",2622.22143393981,8.07481182229449,0.188916381541705,42.7427825813607,0,0
"ENSG00000110660.15",1050.10009818025,4.81550523624733,0.10940084208,44.0170765114035,0,0
"ENSG00000111206.13",2208.68336997726,7.1040691160918,0.157722387322856,45.0416027595996,0,0
"ENSG00000111445.14",984.522436852087,2.84628025418135,0.0708316103302476,40.1837575188643,0,0
"ENSG00000111665.12",880.984842285171,7.08312123045025,0.156091362312455,45.3780473532651,0,0
"ENSG00000113889.14",848.741497678952,-10.4980372898339,0.25637593816604,-40.9478259345651,0,0
"ENSG00000113905.5",283.572890359135,-5.96724397705552,0.134130265180532,-44.4884230193979,0,0
"ENSG00000114120.14",1989.640337206,7.394857203183,0.168910833556683,43.7796501708781,0,0
"ENSG00000114378.17",675.970643056394,-8.76405476944885,0.177420186827052,-49.3971679670927,0,0
"ENSG00000114771.14",605.135429347401,-10.0497950979331,0.261625301533029,-38.41293269055,0,0
"ENSG00000115226.10",324.676143536982,-5.66431122556052,0.147024863113476,-38.526213224145,0,0
"ENSG00000115718.18",726.193888300835,-5.51390467932588,0.127687931359185,-43.1826612008875,0,0
"ENSG00000117228.11",2019.3551503167,-4.67670439600137,0.0967636776055396,-48.3311973224718,0,0
"ENSG00000117394.24",9346.13503010835,6.07248394509113,0.150877885797953,40.2476738918722,0,0
"ENSG00000117525.14",711.92073453975,5.64163324218763,0.142181780896797,39.679016584288,0,0
"ENSG00000118257.17",584.452271262311,6.90314090616333,0.17799531901501,38.7827103789242,0,0
"ENSG00000118804.9",2049.52483148131,-5.24374192129418,0.100488680518649,-52.1824139219444,0,0
"ENSG00000119138.5",1125.1269572959,-6.4774372723746,0.161309479362807,-40.1553417564875,0,0
"ENSG00000119686.10",383.586085316883,-4.19753362283544,0.0999428648555665,-41.9993326077009,0,0
"ENSG00000119888.11",7249.78563268725,7.85789863563483,0.153457889293469,51.2055696309468,0,0
"ENSG00000120158.12",967.563315536446,-2.42944273952581,0.0633840508022847,-38.3289283151691,0,0
"ENSG00000120885.22",10594.9299264286,-4.77231324787767,0.0910049308832668,-52.4401612259799,0,0
"ENSG00000122194.20",338.927338767755,-8.46698976694856,0.210436417483734,-40.2353825834496,0,0
"ENSG00000122786.20",4481.77396754724,-6.44608139573741,0.118141793177139,-54.562244421602,0,0
"ENSG00000124225.16",2673.90377154766,6.30034194516423,0.109031085807925,57.7848225437584,0,0
"ENSG00000125378.16",6090.39850228446,6.7691274343487,0.156068754727656,43.3727266303943,0,0
"ENSG00000125398.8",2351.18677885666,6.1849600277219,0.107041472603134,57.7809691637299,0,0
"ENSG00000125505.17",1224.3527932451,2.96450791890857,0.0751348380902315,39.4558369227922,0,0
"ENSG00000125845.7",405.141001333475,-7.84176023168308,0.176003371779983,-44.5546022918576,0,0
"ENSG00000127324.9",1287.16769642701,6.44013582676094,0.167533730440335,38.4408310483752,0,0
"ENSG00000127564.17",845.260214545599,6.09465766839251,0.152486446122221,39.9685206349916,0,0
"ENSG00000128567.17",1944.37611735346,6.30259267192029,0.148681260457676,42.3899599217779,0,0
"ENSG00000128739.23",328.618952137314,-6.80637060884179,0.136329763243759,-49.9257861738667,0,0
"ENSG00000129353.15",1436.23478700585,5.49241203811381,0.0957812971306406,57.343262230229,0,0
"ENSG00000129354.12",885.195772663809,7.21507094230126,0.161132103876821,44.777364464979,0,0
"ENSG00000129451.12",1320.79293246287,8.14044636743676,0.211551684244731,38.4797048366658,0,0
"ENSG00000131620.18",2096.53819428765,5.55283323594074,0.144280168215861,38.4864621701369,0,0
"ENSG00000131747.15",5915.2221368145,6.5934414665523,0.164363647738054,40.1149618987543,0,0
"ENSG00000131981.16",5748.05345362576,6.14221085475454,0.124058641581327,49.5105441786416,0,0
"ENSG00000132359.17",774.081996697892,4.35828321302846,0.111639643828926,39.0388491359486,0,0
"ENSG00000132386.11",756.281529286088,-7.15327852171676,0.158130930818312,-45.236428348959,0,0
"ENSG00000132470.14",3801.1712382054,8.80844271823619,0.190490781071048,46.2407821980154,0,0
"ENSG00000132840.10",1248.41220555625,-10.2890126397289,0.233736876914145,-44.0196377035882,0,0
"ENSG00000134339.9",3859.13327105254,-7.94868040395575,0.105319786263265,-75.4718622774896,0,0
"ENSG00000135046.14",7760.50649794341,4.19031183312099,0.106756428838164,39.2511427997768,0,0
"ENSG00000135373.13",2205.59260683037,6.47423125808845,0.109689706590686,59.0231431855992,0,0
"ENSG00000135414.10",496.994717235355,4.48634448955356,0.117512260381526,38.1776716317751,0,0
"ENSG00000136193.17",2170.17707575538,8.52401034769202,0.217133983226389,39.2569151131203,0,0
"ENSG00000136305.12",236.733344711008,-7.40217116162667,0.192637151136193,-38.4254600837269,0,0
"ENSG00000136881.12",3102.43732958091,-10.7521330776495,0.248712566254232,-43.2311613344808,0,0
"ENSG00000137648.19",495.957396321952,8.15749762810207,0.193511654974674,42.1550713788774,0,0
"ENSG00000137673.9",5202.50997627035,11.200979193983,0.209103257518477,53.5667369648379,0,0
"ENSG00000137699.17",1495.82870541719,6.90625881749786,0.175458313688102,39.3612515265281,0,0
"ENSG00000137807.16",1799.85921914225,4.52035792843848,0.115750876400507,39.0524725946583,0,0
"ENSG00000138031.15",1290.19119993392,7.41864376915045,0.183856331359337,40.3502219058811,0,0
"ENSG00000138160.7",1533.72190471762,5.39091483966232,0.142860063078286,37.7356325028929,0,0
"ENSG00000138180.16",1341.86782641102,7.95125480146104,0.17256921999862,46.075741673542,0,0
"ENSG00000138356.14",3191.08378036298,-9.57136537241817,0.192579231534683,-49.7009220368312,0,0
"ENSG00000139629.16",719.10515278875,7.19133781016396,0.158460485563009,45.3825304435561,0,0
"ENSG00000139926.16",421.513826465107,-4.41506910380521,0.108444358455126,-40.7127596741896,0,0
"ENSG00000140525.20",2182.19529679304,4.54620623537803,0.104478207451399,43.5134402309956,0,0
"ENSG00000141485.17",273.353898598839,-6.39390651897862,0.167254630161818,-38.2285770671492,0,0
"ENSG00000141646.16",628.406294421969,-7.51763867438207,0.17338519219656,-43.3580202504238,0,0
"ENSG00000141756.20",1925.6113286631,10.5215613253909,0.275263544597337,38.2235916520735,0,0
"ENSG00000142494.13",171.206585911611,-5.72375243871611,0.149520772093764,-38.280650631785,0,0
"ENSG00000142910.16",2865.32628287881,8.78798969703749,0.186744507440502,47.0588924808801,0,0
"ENSG00000142945.13",1102.23792630658,6.81034505784099,0.172969372975755,39.3731268182118,0,0
"ENSG00000144481.17",307.569393712856,-7.18946647044687,0.165405197492552,-43.4657832972306,0,0
"ENSG00000144645.16",569.276222126766,5.58776034496864,0.145476755305759,38.4099874459286,0,0
"ENSG00000144852.20",325.523104502094,-6.86468533273939,0.142424209530028,-48.1988655958949,0,0
"ENSG00000145192.13",1103.81774720504,-10.6837711210019,0.263546124907405,-40.5385248018938,0,0
"ENSG00000146670.10",1510.11438748142,5.5937293500412,0.140611363139536,39.7814886730759,0,0
"ENSG00000147065.18",5934.9656307941,-10.9201037669175,0.193673944664272,-56.3839590598891,0,0
"ENSG00000147394.20",450.35492104796,5.63013794452934,0.148040031774057,38.0311857344249,0,0
"ENSG00000148346.12",2770.87080204898,7.87265984969204,0.14521041152822,54.2155329417416,0,0
"ENSG00000148677.7",6610.29993579529,-10.4255252091041,0.138945739144688,-75.0330688316229,0,0
"ENSG00000149131.17",1431.01637716345,-7.67646144225812,0.12321204617563,-62.3028484675588,0,0
"ENSG00000149328.16",1481.48313045195,7.07386143258291,0.153577197367525,46.060623281557,0,0
"ENSG00000149418.11",3178.88198109667,4.55485462627939,0.113411685682511,40.1621279047948,0,0
"ENSG00000149948.14",1817.65929247363,8.73975358267997,0.218284591728219,40.0383440419909,0,0
"ENSG00000151611.17",207.078990811031,-3.42121894339806,0.0904890866150129,-37.8080835090499,0,0
"ENSG00000151632.18",27152.3873394524,-12.2178553553616,0.24680559767239,-49.5039637292975,0,0
"ENSG00000154153.15",509.012404931123,-4.74121336949795,0.115693791394368,-40.9807070228728,0,0
"ENSG00000155760.3",809.827708054823,7.83933422895693,0.198566766075511,39.479588573124,0,0
"ENSG00000156504.17",2814.16508037451,3.63039291690797,0.0789863321643541,45.962292683168,0,0
"ENSG00000156535.15",1298.41178032575,-6.24959336263093,0.162417334218398,-38.4786106280212,0,0
"ENSG00000157399.17",383.453781518756,-3.53738031440556,0.0611050040894168,-57.8901902899672,0,0
"ENSG00000158104.11",2711.28184355311,-9.71118161740294,0.219478050512594,-44.2467098405619,0,0
"ENSG00000159176.14",3030.06738661298,-2.86449036999013,0.0743434894116203,-38.5304805122908,0,0
"ENSG00000159259.8",727.665610936302,3.23680665268523,0.0839517239108881,38.5555710103224,0,0
"ENSG00000159842.16",1431.50396009016,5.8922847863833,0.143143651743278,41.1634376699488,0,0
"ENSG00000161249.21",1218.78761723434,5.85298240695517,0.135667077334808,43.1422458708298,0,0
"ENSG00000161638.11",1972.74209311048,-7.73146753123823,0.199857202284105,-38.6849582745967,0,0
"ENSG00000162073.14",864.832703130786,4.34657349241213,0.115639856179597,37.587157542479,0,0
"ENSG00000162645.13",1160.82144005534,-4.39632640707593,0.113290314273047,-38.805845277118,0,0
"ENSG00000162896.6",142.553760034287,-6.21881674417907,0.163484572978572,-38.0391655975648,0,0
"ENSG00000163624.6",429.151256850231,5.17914797079773,0.108412577427748,47.7725748587556,0,0
"ENSG00000163631.18",49104.2576629497,-18.0968661795906,0.457831428262549,-39.5273567135123,0,0
"ENSG00000163814.8",1830.97799193841,8.68657185563383,0.226501340598429,38.3510836301605,0,0
"ENSG00000164045.12",963.54205306895,4.34942886588452,0.113343163033349,38.3739852451866,0,0
"ENSG00000164266.11",293.118844931929,-5.02180643484238,0.119079367882767,-42.1719272123307,0,0
"ENSG00000164379.7",1174.77159160803,8.15569619043681,0.211837165179501,38.4998363413996,0,0
"ENSG00000164649.20",1608.45372141018,5.26811533342924,0.127816500382938,41.2162382606784,0,0
"ENSG00000165029.17",268.832846548333,-7.3728080037389,0.18881818589438,-39.0471286905758,0,0
"ENSG00000165410.15",2116.68236827501,-5.27484100023563,0.117602258226707,-44.8532288390847,0,0
"ENSG00000165424.7",381.160189982543,-4.05394566337619,0.105134516843466,-38.5596071118308,0,0
"ENSG00000165480.16",960.885234739613,6.30197860471481,0.140010827450931,45.0106518149352,0,0
"ENSG00000165949.13",532.16126986441,6.78017966064187,0.17234173684849,39.3414838716782,0,0
"ENSG00000167244.22",467.934093674328,-6.84876970995325,0.181651814731311,-37.7027321201473,0,0
"ENSG00000167900.12",2148.99134408252,5.27530684051714,0.119023972623287,44.3213810146765,0,0
"ENSG00000168005.9",606.897551470455,3.14466326096304,0.0801567930523748,39.2314006238786,0,0
"ENSG00000168234.13",669.734413768304,-3.72803124588446,0.0745020941398842,-50.0392812970432,0,0
"ENSG00000169247.14",384.73387894472,5.88382583938672,0.152384684567783,38.6116613757829,0,0
"ENSG00000170271.11",536.956990440526,-6.4666366809997,0.166865202897624,-38.7536560571417,0,0
"ENSG00000170312.17",2195.8575359995,7.47487808455409,0.152911812331318,48.8835883284025,0,0
"ENSG00000171345.13",7566.91028238158,8.9079624295584,0.157588646497075,56.5266764298516,0,0
"ENSG00000171503.13",470.244931763324,-2.3945148900472,0.0614511504918155,-38.966152315832,0,0
"ENSG00000171606.18",336.280697608866,-5.42100544711622,0.138284448500327,-39.2018445017221,0,0
"ENSG00000171792.11",856.611814940452,4.37870990395624,0.0878943909612105,49.8178536317369,0,0
"ENSG00000172927.9",855.740967862517,5.57207392775653,0.11002614065762,50.6431825605494,0,0
"ENSG00000173281.5",540.667300785015,-4.53379512884936,0.117270895545291,-38.6608723994812,0,0
"ENSG00000173432.13",10670.1844158695,-8.81295715535236,0.119878770499153,-73.5155784352545,0,0
"ENSG00000175003.15",373.65582668195,-7.64260118455982,0.184276958841492,-41.4734497063939,0,0
"ENSG00000175029.17",1190.58739899733,3.91836400804011,0.101843314490569,38.4744352404493,0,0
"ENSG00000175063.17",2661.11314855732,8.6424583186255,0.210773789608387,41.0034773995522,0,0
"ENSG00000175832.13",1638.36158659169,8.59487993059905,0.192090203113842,44.7439785646189,0,0
"ENSG00000176046.9",972.16271909926,-9.24827978087127,0.213941516851675,-43.2280742745368,0,0
"ENSG00000176171.12",936.932115474099,-6.80483265381832,0.169313023256208,-40.1908401548127,0,0
"ENSG00000176919.13",283.307193619478,-7.12584253061533,0.154544432940798,-46.1086976413124,0,0
"ENSG00000178623.13",793.338340054868,6.82888685871401,0.176089790369905,38.780708662148,0,0
"ENSG00000178999.13",1174.83073824951,6.86350186406253,0.1821438849377,37.6817583879365,0,0
"ENSG00000179348.13",592.01140218862,7.18341153467759,0.170156085239685,42.2166008612557,0,0
"ENSG00000179761.12",424.042304304993,-3.73865154973239,0.0814511610103621,-45.9005311079208,0,0
"ENSG00000180354.16",630.58577318709,2.46126273608891,0.0648766508750763,37.9375738866084,0,0
"ENSG00000181333.12",351.110573026179,7.5327134852989,0.200626578292507,37.545940071392,0,0
"ENSG00000183742.13",737.563511116245,7.00696730325885,0.158330561956968,44.2553049559899,0,0
"ENSG00000183779.7",1578.37739056811,4.47029606493439,0.116209128846127,38.4676841597662,0,0
"ENSG00000184363.10",2020.61432830705,9.6685775406933,0.202833302388309,47.6676040218658,0,0
"ENSG00000185201.18",1245.25984757375,-8.01980720348443,0.186617584850259,-42.9745525316892,0,0
"ENSG00000186185.14",697.336984769766,5.67837643232631,0.145680131188321,38.9783863180756,0,0
"ENSG00000186854.11",388.362628227838,4.9719336902987,0.124860131326187,39.8200261163422,0,0
"ENSG00000188112.10",870.605704708029,4.45421893938176,0.0900939068816829,49.4397356441799,0,0
"ENSG00000188761.13",1167.31830555394,6.54108022173056,0.154789128096677,42.2580080536742,0,0
"ENSG00000196136.18",9916.86380542232,-12.1545677252647,0.150951431101045,-80.519725030819,0,0
"ENSG00000197249.14",26746.4392572646,-6.842933561434,0.13281202203542,-51.5234498847479,0,0
"ENSG00000197457.10",749.7931854026,5.9793254692657,0.157013690735427,38.081554807479,0,0
"ENSG00000197601.14",2167.10028578264,5.95154230711184,0.148096777628347,40.1868454021829,0,0
"ENSG00000198435.4",1084.95167132263,6.86052240875025,0.163805546191634,41.8821130801286,0,0
"ENSG00000198734.12",360.329179421747,-8.36237627880377,0.199634762861726,-41.8883773493689,0,0
"ENSG00000198796.7",404.059175390959,-5.75148910430005,0.150351544924934,-38.2536082829851,0,0
"ENSG00000198948.12",361.131932275941,-6.69904774402942,0.136407771637861,-49.1104550979267,0,0
"ENSG00000203499.12",465.860441238578,5.67443632928072,0.146220569964533,38.8073738917657,0,0
"ENSG00000213625.9",1727.71776279666,-3.34556254528009,0.0689633740201432,-48.5121645049283,0,0
"ENSG00000214274.10",258.959749267269,-7.7209519686493,0.198887138083139,-38.8207706293294,0,0
"ENSG00000227036.10",789.19034658657,7.92966155938749,0.190201205290707,41.6909111972642,0,0
"ENSG00000229656.9",140.709036336588,-5.66596640885601,0.134745593315287,-42.0493633183121,0,0
"ENSG00000234906.11",1940.73211562402,-9.53388166992016,0.134193971557822,-71.0455287912259,0,0
"ENSG00000250722.6",2747.80768394935,-8.82898703843426,0.201673581174651,-43.778599988207,0,0
"ENSG00000257017.10",23801.7085168554,-16.4855055190419,0.378198282486314,-43.5895832489363,0,0
"ENSG00000258947.8",1259.76763670986,5.80284559525812,0.149038029206253,38.935335002502,0,0
"ENSG00000260604.3",887.288013574376,-6.00396450638782,0.15979537708059,-37.5728298032042,0,0
"ENSG00000271601.4",272.747368851086,-6.35796910103772,0.158671579972224,-40.0699930141913,0,0
"ENSG00000275832.5",1067.32970068472,7.6103056489191,0.178390024886817,42.6610493145433,0,0
"ENSG00000130203.10",5021.4027137193,-6.49166972164102,0.173413384237103,-37.4346521763576,1.06752852755258e-306,1.16842719160836e-304
"ENSG00000103942.13",302.229481710101,-7.72380764473077,0.206452246674401,-37.4120784304764,2.48614686648399e-306,2.70864560669088e-304
"ENSG00000143476.18",681.67658464558,4.70945885645267,0.125893091392732,37.4083979061346,2.85342949860249e-306,3.09460292334739e-304
"ENSG00000117650.13",671.36675641273,6.81905562256555,0.182391840741866,37.3868457866839,6.39230608053674e-306,6.90107553267401e-304
"ENSG00000144354.15",1025.39891166689,9.21167606954543,0.246614749400627,37.3524944957003,2.30971543743951e-305,2.48226476717764e-303
"ENSG00000025423.11",541.780386098129,-6.80855267596058,0.182848434456858,-37.2360457784888,1.78236657600805e-303,1.9068913759805e-301
"ENSG00000101057.16",2103.47593619403,6.55451692724674,0.176105081019538,37.2193515899723,3.31970534673312e-303,3.53570949283669e-301
"ENSG00000126218.12",177.499985401962,-5.84375669962295,0.157105634094171,-37.1963534809968,7.81623893234263e-303,8.28765584294954e-301
"ENSG00000088325.16",3836.24625183821,4.71712331658953,0.127053328400234,37.1271132837229,1.02631998312294e-301,1.08338337418458e-299
"ENSG00000160352.16",441.847983231122,4.65651172672778,0.125455412051385,37.1168660688831,1.50178172288015e-301,1.5782662699171e-299
"ENSG00000174371.17",711.003264545907,6.3926568046898,0.17233444965234,37.0944800507737,3.44837435596318e-301,3.60803256953662e-299
"ENSG00000111319.13",1446.40459368672,6.11337357893019,0.165377725976819,36.9661243243066,4.01182107841138e-299,4.1791562470767e-297
"ENSG00000072071.17",952.929123272875,6.80234409279951,0.18402265533144,36.9647100274037,4.22730025509301e-299,4.38439337810978e-297
"ENSG00000178772.7",732.986851245883,-10.6736785268416,0.289176086944609,-36.9106541264118,3.11783684347426e-298,3.21964099431987e-296
"ENSG00000137269.15",463.327760506578,3.17935553829428,0.0862074580799904,36.8802840160791,9.56854200065881e-298,9.83820091158646e-296
"ENSG00000170190.16",251.064320663742,7.1216591489663,0.193157118827755,36.8697731265962,1.41025384903445e-297,1.44374737794901e-295
"ENSG00000136167.15",316.094655981511,-7.42753426118523,0.201518068445487,-36.8579071766681,2.18478105147781e-297,2.22707016110083e-295
"ENSG00000167642.13",3214.93267827705,5.84890196415847,0.158953117108671,36.7963967649641,2.10823603918362e-296,2.13985957977137e-294
"ENSG00000167657.14",1254.47643360857,-4.11076084754598,0.11174299683655,-36.7876373815079,2.91061590803988e-296,2.94170376305766e-294
"ENSG00000163898.10",399.865999209164,4.3447382976873,0.118335230166163,36.7155097563638,4.13109711750475e-295,4.15752913719726e-293
"ENSG00000108861.9",1925.4423495825,-2.25580272993606,0.0614579176954249,-36.7048350241125,6.11475457140791e-295,6.12791290402993e-293
"ENSG00000166278.16",522.640062313767,-6.50408353516004,0.177332336694508,-36.6773689243417,1.67636620230542e-294,1.67291486012421e-292
"ENSG00000115339.14",408.133492064734,7.2016030491165,0.196397015093427,36.6685972579098,2.31301179439638e-294,2.29859176270747e-292
"ENSG00000087077.14",2316.81869470837,-6.56343660198818,0.179015655759946,-36.6640368638457,2.7343329941846e-294,2.70596428936993e-292
"ENSG00000163013.12",555.69199608828,6.77293484526903,0.184803607783689,36.6493648392226,4.68382557791567e-294,4.61599756435996e-292
"ENSG00000004799.8",198.249578298345,-4.27918486666279,0.116764013290023,-36.6481482272624,4.89755288924943e-294,4.80668506911418e-292
"ENSG00000161714.12",1714.8876820267,4.14924077913063,0.113413262592917,36.5851460778782,4.92732419894372e-293,4.81600317074537e-291
"ENSG00000108242.13",1472.384826763,-10.9541722546085,0.299636097519896,-36.5582529784521,1.31846950465937e-292,1.28340037726084e-290
"ENSG00000111424.12",666.306049444588,3.76207081897343,0.103052963322375,36.5061876697785,8.84591691138418e-292,8.575484594379e-290
"ENSG00000167513.9",773.921999881995,4.46129767004763,0.122214328277039,36.5038840612424,9.62257892572028e-292,9.29048260425945e-290
"ENSG00000169136.13",2163.52846652797,-4.2773313753081,0.117383690437932,-36.4388899288338,1.03163783151416e-290,9.92001220092829e-289
"ENSG00000187134.14",21937.5863223105,-10.366132238052,0.284558686274257,-36.4288026971742,1.4902453394458e-290,1.42721036520876e-288
"ENSG00000167772.12",1320.45267357229,-10.2604142918962,0.281794935232813,-36.4109251410756,2.85916338831126e-290,2.72722849942895e-288
"ENSG00000080561.14",222.816312989833,-4.97670486865787,0.136968778717146,-36.3345932939598,4.60176213376086e-289,4.37185809755816e-287
"ENSG00000159674.12",428.887725747752,-3.92644028521093,0.10814341385791,-36.3077153304029,1.22241909784774e-288,1.15672015908293e-286
"ENSG00000135744.9",2401.22191257226,-8.31809672814915,0.229129596507339,-36.303021761236,1.44970865089818e-288,1.36635040347154e-286
"ENSG00000065618.21",3874.11173829331,9.07969789542326,0.250385905756445,36.262815464762,6.24181399459607e-288,5.85965708243681e-286
"ENSG00000182010.11",473.234447135953,8.25526798959788,0.227760894219047,36.2453265645263,1.17728536436826e-287,1.10085451531931e-285
"ENSG00000135476.12",790.021811312044,5.4886721479904,0.151602999654112,36.2042450381127,5.22008191732155e-287,4.86204571052173e-285
"ENSG00000259207.10",330.846853349822,-8.37506665168067,0.231567729292717,-36.1668125228884,2.02481076269445e-286,1.87856564159203e-284
"ENSG00000188807.13",530.992763705128,3.07534869035885,0.0850606813898297,36.1547619900274,3.13166791134767e-286,2.89417294017193e-284
"ENSG00000159403.18",1077.45720654855,-6.34466897689783,0.175653736637961,-36.1203188633259,1.08830581651239e-285,1.00187408713123e-283
"ENSG00000166886.13",493.284659571427,2.88344098742338,0.0799192711504568,36.0794204691254,4.76920718341391e-285,4.373491884682e-283
"ENSG00000198758.11",814.426862126244,8.9594072390671,0.248388491884476,36.0701382382645,6.66780969025165e-285,6.09104415204488e-283
"ENSG00000054598.9",307.62767272996,5.13447092574318,0.142431371804159,36.0487360383146,1.44347042377155e-284,1.31355808563211e-282
"ENSG00000165215.6",876.063834658345,4.56805144067408,0.126883834009369,36.0018396065868,7.82878595505309e-284,7.0970036342926e-282
"ENSG00000196584.4",829.187899395555,5.85732211356916,0.162833321688747,35.9712745083301,2.35373410515684e-283,2.12560983770266e-281
"ENSG00000125848.10",375.377504147903,-5.04513306698552,0.140257885889911,-35.9704057634626,2.4285069506219e-283,2.1848283554629e-281
"ENSG00000107719.10",845.698508495082,8.07221905977562,0.224419195889339,35.969378768098,2.5199676523957e-283,2.25855666837925e-281
"ENSG00000152952.14",6602.75184009943,-7.84253147099611,0.218055433380308,-35.9657695725383,2.86956446918124e-283,2.56221901156104e-281
"ENSG00000166741.8",1398.62529343329,-10.3102918384178,0.287139567306221,-35.9069003799896,2.3839381882065e-282,2.11929645994941e-280
"ENSG00000170899.11",159.976436960727,-5.72071363735268,0.159321115295389,-35.9068139006321,2.39135805341434e-282,2.11929645994941e-280
