pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_BASE_EXCISION_REPAIR,0.00500748445070536,0.0238818489187486,0.407017918923954,0.432245972887638,1.559143677584,73,NEIL3|H2AX|LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|ACD|POLE|FEN1|H2AZ2|UNG|PCNA|LIG3|H2BC9|XRCC1|H2BC26|POLD2|RPA3
REACTOME_NUCLEOTIDE_CATABOLISM,0.00504665912455019,0.0238872746063173,0.407017918923954,-0.557258030088159,-1.74088036733525,34,TYMP|DPYS|UPB1|AGXT2|NUDT9|UPP2|ENTPD5|XDH|NUDT18|ADPRM|NUDT16|NUDT5|DPYD|PNP
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.00507283519865341,0.0238872746063173,0.407017918923954,0.495828955196908,1.65877059967985,50,CDK1|NCAPG2|PLK1|CCNB1|NCAPD3|H2AX|NCAPH2|H2AZ2|SMC4|KMT5A|PHF8|H2BC9|H2BC26|SMC2|H3C8
REACTOME_RAC2_GTPASE_CYCLE,0.00505964548620202,0.0238872746063173,0.407017918923954,0.413611893689215,1.51771090613609,86,CYBA|ABR|DEPDC1B|GIT1|TMPO|IQGAP1|ABI2|NHS|ARHGAP39|OPHN1|ARHGAP32|RACGAP1|PAK4|EPHA2|DEF6|DIAPH3|DOCK3|MPP7|RAC2
REACTOME_SELENOAMINO_ACID_METABOLISM,0.00520560578369129,0.0244094792210062,0.407017918923954,-0.396597103441405,-1.54968355974113,116,RPS4Y1|PAPSS2|NNMT|RPL9|MAT1A|SEPHS2|SEPSECS|GSR|SARS1|TXNRD1|AIMP1|RPS27L|RPL39L|CTH|RPL26L1|RPL15|KARS1|RARS1|RPL36AL|GNMT|PSTK|RPL17|RPL13A|RPL7|HNMT|RPS26|INMT|RPL34|UBA52|CBS|RPL5
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.00535490290718758,0.0250044838678717,0.407017918923954,0.623987554401044,1.71515059430725,20,UBE2C|CDC20|UBE2S|CDC14A
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,0.00542627043790385,0.0252321575362529,0.407017918923954,-0.492977849063256,-1.66364330927179,46,PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|VCP|SEL1L|PSMD1|DERL2|OS9|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|RPS27A|ERLEC1|PSMD12|PSMB6|PSMD14|PSMD13
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.00547797958489689,0.0253669096130495,0.407017918923954,0.430625840682206,1.55329973907817,73,CDK1|LMNB1|CCNB2|VRK1|TUBB3|CCNB1|TMPO|TUBA1A|NUP205|NUP188|NUP160|NUP155|NUP107|NUP62|NDC1|TUBB2B|NUP43|NUP93|RCC1|AHCTF1|UBE2I|LMNA|TUBB4B|NUP85|TUBA1B|NUP37|NUP98|POM121
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.00557902849839769,0.0257280818355861,0.407017918923954,-0.639290769726569,-1.79214368743903,21,ADH4|ADH1A|ADH1C|RDH16|ALDH1A2|RDH11|RDH5|DHRS3|DHRS4|ALDH8A1|DHRS9|AKR1C3
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.00576191978237653,0.0264481198771862,0.407017918923954,-0.607622115888206,-1.76701518648918,25,G6PC1|SOD2|ABCA6|IGFBP1|POMC|FBXO32|PCK1|PPARGC1A|CAT|FOXO1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.00578256384411599,0.0264481198771862,0.407017918923954,0.421979670545425,1.53652712487145,77,HSPA12A|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|DNAJB6|NUP107|NUP62|NDC1|SERPINH1|AAAS|HSPA2|NUP43|NUP93|MAPK3|RAE1|HSPA12B|RPA3|DEDD2|DNAJC2|POM121C|RPA2|NUP42|NUP85|ATR|HSPA1B|NUP37|NUP50|HSPH1|NUP98|POM121|RPA1
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.00592426893660033,0.0269856495234529,0.407017918923954,0.577644997502816,1.69528287238715,27,NUP205|NUP188|NUP160|NUP155|NUP107|NUP62|NDC1|NUP43|NUP93|RCC1|AHCTF1|UBE2I|NUP85|NUP37|NUP98|POM121
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.00632565763234156,0.0286968858442812,0.407017918923954,0.50270597403569,1.63151221544267,43,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|CPSF4|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|EIF2AK2|NUP37|NUP50|NUP98|POM121|KPNA2|TPR
REACTOME_COMPLEX_I_BIOGENESIS,0.00642859681763066,0.028928685679338,0.407017918923954,-0.46399593522781,-1.64342111805221,62,NDUFAF1|TMEM126A|ECSIT|NDUFV2|NDUFAF6|NDUFC1|NDUFS2|OXA1L|HSCB|NDUFS4|NDUFAF4|NDUFS1|LYRM2|PYURF|DMAC2|NDUFB6|NDUFA6|NDUFC2|NDUFB7|TIMMDC1|NDUFB9|NDUFAB1|NDUFV3|NDUFA11|NDUFA5|DMAC1|NDUFB4|NDUFB5|NDUFS5|NDUFB3|NDUFA7
REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE,0.00641459116007591,0.028928685679338,0.407017918923954,-0.409129652156855,-1.57168972647722,102,RPL9|PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|CUL2|PSMA5|RPL39L|RPL26L1|RPL15|PSMB5|ELOC|VCP|RBX1|RCHY1|RPL36AL|PSMD1|RPL17|PSMB7|RPL13A|RPL7|PSMA4|PSMC1|RPL34|PSMA1|UBA52|PSMC5|RPL5|PSMD6|PSMC4|PSMB1|TCF25|LTN1|PSMC6|RPLP0|RPL22|NPLOC4|PSMD3|RPS27A|ANKZF1|RPL11|RPL41|RPL10A|PSMD12|PSMB6|PSMD14|PSMD13
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.00672425088475757,0.030137606375058,0.407017918923954,0.37912550008861,1.46040633943278,114,KIF23|KIF11|KIF2C|KIF15|KIF4A|TUBB3|KIF20A|CTSV|KIF3C|CENPE|AP1M2|KIF18A|DNM1|KIF22|TUBA1A|RACGAP1|SPTBN2|HLA-DQB1|KLC2|KIF26A|HLA-DRB1|AP2B1|TUBB2B|KIF2A
REACTOME_OPIOID_SIGNALLING,0.00694835835788835,0.0310174717096136,0.407017918923954,0.420434000232233,1.53718266392125,82,ADCY3|ITPR3|GNG4|ADCY7|PLCB3|CAMKK1|PRKCD|PLCB4|PDE4D|GRK2|GNAT3|GNB3|PRKX|PRKAR2B|PPP1R1B|PDE4A|PDE4B|PLCB2|CDK5|NBEA|PRKAR1B|PRKCG|PLA2G4A|GNA15|GNG11|GNGT2|GNG13
REACTOME_SIGNALING_BY_WNT,0.00698437664432266,0.0310540411755541,0.407017918923954,0.31308907478355,1.36230453352305,277,SOX9|TCF7|ITPR3|RNF43|AXIN2|CTBP2|FZD7|GNG4|H2AX|PLCB3|LGR6|SMURF2|ZNRF3|FZD2|KREMEN2|TLE3|MEN1|WNT10B|WDR5|WNT10A|WNT9A|WNT16|CCDC88C|GNB3|PRKG2|H2AZ2|PORCN|LEF1|HDAC1|PIP5K1B|ROR2|TRRAP|ROR1|PLCB2|VANGL2|TNRC6C|TERT|RAC2|PPP2R5C|WNT7B|RUNX3|BCL9|PRKCG|KREMEN1|FZD1|WNT11|RYK|AP2B1|WNT6|H2BC9|AXIN1|XPO1|H2BC26|SOX2|FZD6|DVL2|DACT1|GNG11|H3C8|LGR5|CSNK1E|GNGT2|GNG13|FZD3|WNT8B|AP2M1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.00716941395646102,0.0317502618071845,0.407017918923954,-0.445991707670769,-1.59253758879904,67,IKBKG|NRAS|NFKBIA|PPP3CB|PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|NFKBIE|PSMB5|CHUK|PSMD1|PSMB7|FBXW11|PSMA4|PSMC1|PSMA1|UBA52|NFKB1|PSMC5|MAP3K7|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|IKBKB|RPS27A|BCL10|CALM1|PSMD12|PSMB6|PSMD14|PSMD13
REACTOME_RHOC_GTPASE_CYCLE,0.00724066433882018,0.0319390569253886,0.407017918923954,0.437401647183481,1.57733459709908,74,ABR|CIT|DEPDC1B|IQGAP3|ANLN|TMPO|IQGAP1|FMNL3|ARHGAP39|OPHN1|ARHGAP32|RACGAP1|ARHGEF17|CCDC187|FMNL2|DIAPH3
REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX,0.00810901060630086,0.0356285662859518,0.380730400722792,0.610314246577677,1.65533516047339,19,SMARCC2|BCL11A|BCL11B|BCL7B|SMARCD3|SMARCD1|ACTL6A|SMARCC1|DPF2|SMARCE1|SMARCD2|BCL7C|SMARCB1|SMARCA4|BCL7A
REACTOME_METABOLISM_OF_PORPHYRINS,0.00826184554302452,0.0361577240235897,0.380730400722792,-0.593880428948963,-1.75090476877735,26,ALB|GSTA1|ALAD|HMOX1|BLVRB|SLCO1B1|UGT1A1|FABP1|UGT1A4|ALAS1|SLCO2B1|UROD
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,0.00885820605240399,0.0384659842586882,0.380730400722792,0.662485855673912,1.69810490122053,15,SYN3|SYT1|STXBP1|TSPOAP1|PPFIA3|STX1A|CPLX1|PPFIA4|PPFIA1|RAB3A
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,0.00883497716802523,0.0384659842586882,0.380730400722792,0.538835966081321,1.61373240702914,30,CHD3|BRPF1|HDAC1|TP53|RBBP4|BRD7|PIP4K2C|HDAC2|AKT3|RBBP7|KAT6A|MAP2K6|ING5|PIP4K2A|PIP4K2B|BRD1|EP300|AKT1|PML|ING2|GATAD2A|MTA2|CHD4
REACTOME_POTASSIUM_CHANNELS,0.0091497551566168,0.0395780106774587,0.380730400722792,0.401787118503813,1.46813789636222,81,KCNK6|GNG4|GABBR1|KCNC4|KCNH2|KCNAB2|KCNN4|KCNJ14|KCNMB4|GNB3|KCNH8|KCND1|KCNQ4|KCNQ1|KCNQ2|KCNH3|HCN2|KCNB2|KCNJ5|KCNJ4|KCNG1|GNG11|KCNA6|GNGT2|GNG13|KCNJ12|KCNJ2|KCNJ1|KCNK9|ABCC8|KCNQ5|HCN3|KCNA2|KCNK10|GNG2
REACTOME_GLUTATHIONE_CONJUGATION,0.00922436199314681,0.0397466717542542,0.380730400722792,-0.555143186487082,-1.71428250323128,31,GSTA1|GSTA2|GSTM1|CNDP2|GCLC|MGST1|MGST2|GCLM|AKR1A1|GGT1|ESD|GSTA4|GSTO1
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.00936674669640503,0.040204958896877,0.380730400722792,-0.4311648372061,-1.54469899209004,68,VTN|TTR|ITGB3|SDC2|DMD|ITGAV|NTN4|SDC1|ACTA2|COL4A5|ACTG1|ITGB1|COL5A2|ACTA1|ACTB
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.009453425569787,0.040421543815641,0.380730400722792,-0.315569056063363,-1.37401613348221,259,VTN|PLG|FGA|FGB|TTR|FGG|ITGB3|SDC2|A2M|ADAMTS1|TMPRSS6|DMD|SPP1|MMP3|ITGAV|MMP24|DST|NTN4|PLOD2|VCAN|SCUBE1|CAPN13|SDC1|COL12A1|ACTA2|KLKB1|MMP15|COL4A5|ACTG1|MMP10|ITGB1|COL5A2|ACTA1|ACTB|ITGAL|PHYKPL|FMOD|NCSTN|F11R
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0.00971266109063881,0.0413714876990569,0.380730400722792,-0.438129713813738,-1.55931424628473,64,FGA|FGB|FGG|ITGB3|APBB1IP|CNKSR2|FAM114A2|NRAS|ACTG1|ACTB|MAP2K1|PEBP1|FN1|AGGF1|RAP1A|CAMK2D
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.00984569888271781,0.0417787070460573,0.380730400722792,0.645378314720842,1.66973542092565,16,LIMK1|FYN|PLXNA1|SEMA3A|PLXNA3
REACTOME_SIGNALING_BY_GPCR,0.00998710904391617,0.0422182336856456,0.380730400722792,0.276040880427104,1.26646461980916,479,ADCY3|ABR|ITPR3|LPAR2|FZD7|ADORA2B|NTSR1|DGKZ|GNG4|OBSCN|GPR35|RGS10|VIPR1|ARHGEF4|GPSM1|ADCY7|ADGRE2|PLCB3|DGKE|ADGRE5|GPSM2|CAMKK1|FZD2|NMU|PRKCD|GABBR1|ARHGEF16|HRH1|PLEKHG5|PLCB4|ARHGEF3|PDE7A|RGS19|DAGLA|FGD3|ARHGEF17|NMUR2|WNT10B|PDE4D|PTGER2|ECT2|GRK2|WNT10A|GNAT3|WNT9A|WNT16|GNB3|ANXA1|GRK6|MTNR1A|ARHGEF39|LPAR5|OPRL1|GPR55|NPFFR1|PRKX|PTCH1|PRKAR2B|PPP1R1B|ARHGEF19|ADRA2C|PDE4A|PDE4B|MC1R|PLCB2|LTB4R|ADORA1|GAST|WNT7B|CXCL16|RPS6KA1|LPAR1|CDK5|PTAFR|NBEA|PRKAR1B|PDE10A|PRKCG|OXGR1|DGKA|APLN|SRC|GPSM3|PTH1R|RXFP4|FZD1|AVPR2|ARHGEF2|GPR132|WNT11|CXCR4|GPR15|ARHGEF1|WNT6|GRK3|ARHGEF10|ARHGEF38|TIAM2|HTR1D|ARHGEF25|MAPK3|PRKCQ|MAPK7|PLA2G4A|GNAZ|GNA15|CCR3|AKT3|LTB4R2|F2RL1|SSTR5|FZD6|FGD1|ADRA2B|ARHGEF37|RGS16|PLEKHG2
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.0101578120384505,0.042616985845529,0.380730400722792,-0.498905275515412,-1.60853195441709,41,PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|ELOC|RBX1|PSMD1|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|RPS27A|PSMD12|PSMB6|PSMD14|PSMD13
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.0101504280881042,0.042616985845529,0.380730400722792,-0.436133978124257,-1.58821337264835,73,VTN|FGA|FGB|FGG|ITGB3|SPP1|ITGAV|COL4A5|ITGB1|COL5A2|ITGAL|F11R|FN1|ITGA5
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.0102023638456366,0.0426435882087285,0.380730400722792,-0.520487011832535,-1.65969907667932,39,TPM1|GUCY1A1|CACNA1H|CALD1|MYLK|GUCY1B1|ACTA2|MYL6|DYSF|MYL12B|MYL12A|MYL7|MYL9
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.0104573291701184,0.0435461916188511,0.380730400722792,-0.43536665676934,-1.55459788576779,67,F5|SAR1B|SEC31A|SEC22B|NAPA|SEC23A|SEC16B|SERPINA1|SEC22A|SEC24B|USO1|GORASP1|TRAPPC3|STX17|TRAPPC6B|CD59|SEC24D|TFG|SEC24A|CNIH1|SEC13|RAB1A|TMED2|CTSZ|TRAPPC5|SEC23IP|LMAN1|SEC22C|NAPB|STX5|TRAPPC6A
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.0107375651621034,0.0443819360033609,0.380730400722792,-0.542541469942435,-1.64637476896773,29,TF|ATP6V0E1|ATP6V1E1|MCOLN1|ATP6V0B|ATP6V1C1|ATP6V1H|STEAP3|ATP6V1E2|ATP6V0D1|HFE|ATP6V1G1
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.0107215380603345,0.0443819360033609,0.380730400722792,0.42506870013403,1.51410348293383,66,SLC2A1|ITPR3|CACNB3|GNG4|PLCB3|IQGAP1|STXBP1|GNB3|PRKAR2B|ADRA2C|PLCB2|CACNA1C|RAPGEF3|PRKAR1B|GNA15|CD36|STX1A|GNG11|CACNA2D2|GNGT2|AKAP5|GNG13
REACTOME_PEPTIDE_HORMONE_METABOLISM,0.010786687165994,0.044420453421584,0.380730400722792,-0.433267348264734,-1.54710172015177,67,CES1|AGT|INHBC|CPB2|ANPEP|CLTRN|POMC|MME|KIF5C|RAB27A|INHBE|ENPEP|GNB1|INHBA|MYRIP|ACHE|IGF1|P4HB|EXOC5|SPCS1|CTSZ|SEC11C|REN|ACE2|EXOC8|BCHE
REACTOME_SIGNALING_BY_NOTCH3,0.011014251393404,0.0451908255699957,0.380730400722792,0.483685774711219,1.57477834609082,44,TACC3|DLGAP5|PLXND1|JAG2|MAML2|MAML1|NEURL1B|NOTCH1|DLL1|NOTCH3
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.0112551832034532,0.0460101994690613,0.380730400722792,0.465201316029209,1.60854218329176,55,ABR|OBSCN|ARHGEF4|ARHGEF16|PLEKHG5|ARHGEF3|FGD3|ARHGEF17|ECT2|ARHGEF39|ARHGEF19|NGFR|ARHGEF2|ARHGEF1|ARHGEF10|ARHGEF38|TIAM2|FGD1|ARHGEF37|PLEKHG2
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.0114360897339855,0.0465791100114153,0.380730400722792,0.424987281071204,1.53256656914116,74,E2F1|CCNA2|CDC25A|E2F4|CCNE1|LIN9|CCNE2|CDK2|CDC25B|CCND1|TFDP1|CKS1B|PTK6|RBBP4
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,0.0116056507448263,0.046858555314952,0.380730400722792,-0.625804299992613,-1.70152604820075,19,IKBKG|IFI44L|FKBP5|RIGI|IFI6|ATF6|EIF2AK3|ARIH1|UBE2L6|IFI44|IFIH1|CHUK
REACTOME_CA_DEPENDENT_EVENTS,0.0116048881064428,0.046858555314952,0.380730400722792,0.516185651795669,1.57022460738028,32,ADCY3|ADCY7|CAMKK1|PRKCD|GRK2|PRKX|PRKAR2B|NBEA|PRKAR1B|PRKCG|PLA2G4A
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.0116306629231557,0.046858555314952,0.380730400722792,-0.3650761449946,-1.45375816263277,134,APOB|ARPC5|TF|AGTR1|SYT9|AGFG1|ITSN1|FNBP1L|VAMP4|PACSIN2|ACTG1|NECAP2|ACTB|UBQLN2|ARPC4|FNBP1|EPS15|FZD4|SYT11|AP2A2|SGIP1|RAB5A|ADRB2|COPS2|UBC|COPS5|STAM2|PICALM|DAB2|SNX18|IGF2R|NEDD8|REPS2|WASL|SCARB2|STAM|FCHO2|VAMP7|UBQLN1|CFTR|VAMP8
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,0.0117129410683278,0.0470202957994741,0.380730400722792,0.374940911237578,1.41364847842414,103,TCF7|MCM2|MCM5|PLK1|CCNB1|SMARCC2|LIG1|BRCA1|SYTL2|CDKN2A|DPF1|TFAP2A|CDK2|CDC25B|CCND1|LEF1|HDAC1|STT3B|BCL7B|TNRC6C|TERT|SMARCD3|SMARCD1|GXYLT2|ACTL6A|SOX2|TBX2|SMARCC1|ITGA2|DPF2|SMARCE1|SMARCD2
REACTOME_INTRAFLAGELLAR_TRANSPORT,0.0126150951993254,0.0504603807973018,0.380730400722792,0.458496790943388,1.55955434342152,52,TUBB3|KIF3C|IFT56|TUBA1A|IFT22|IFT52|DYNC2I2|DYNLT2B|TTC21B|IFT122|TUBB2B|KIF17|IFT172|IFT81|KIF3A|IFT140|DYNC2I1|IFT57
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,0.0131217498677107,0.0522995459013041,0.380730400722792,-0.603675989060379,-1.69230366569472,21,AMFR|RNF103|RNF5|EDEM3|RNF185|EDEM1|RNF139|UBC|SEL1L|DERL2|TRIM13|OS9
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.0132524821760403,0.0526326338379395,0.380730400722792,-0.480155959986214,-1.57601595134998,42,HSPB1|PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|PSMD1|PSMB7|HSPA1A|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|RPS27A|PSMD12|PSMB6|PSMD14|PSMD13
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF,0.0134897917189596,0.0533851331856697,0.380730400722792,0.557527792029234,1.58695884827412,24,SMARCC2|DPF1|BCL11A|BCL11B|BCL7B|SMARCD3|SMARCD1|ACTL6A|SMARCC1|DPF2|SMARCE1|SMARCD2|BCL7C|SMARCB1|SMARCA4|BCL7A
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.0136262549240364,0.0536973034770698,0.380730400722792,0.443222532655495,1.55499258792289,58,HMGA2|LMNB1|CCNA2|CCNE1|H2AX|ACD|CCNE2|CDK2|H2AZ2|TP53|MRE11|HMGA1|H2BC9|H2BC26|CABIN1
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,0.013664905185921,0.0536973034770698,0.380730400722792,0.509405822192457,1.54960052525057,32,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|NUP37|NUP50|NUP98|POM121
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.0139567460476928,0.0546516792604391,0.380730400722792,0.458803919287716,1.52109052976531,48,FYN|DNM1|EFNB2|EPHB2|EFNA5|EPHB3|EPHA10|EPHA2|EFNA4|EFNB3|EFNB1|EFNA3|EPHA4|SRC|EPHA1|AP2B1
REACTOME_SIGNALING_BY_INTERLEUKINS,0.0144693694281002,0.0564608960900693,0.380730400722792,-0.28375206690191,-1.27934394304359,402,OSMR|GSTA2|LBP|DUSP3|SOD2|BCL6|LIFR|CDC42|NDN|BLNK|IL17RC|SQSTM1|MMP3|JAK1|MCL1|IL15|IL18R1|IKBKG|HMOX1|RHOU|PPP2CB|MAPK14|POMC|IL1RL1|LCP1|SDC1|MEF2A|CISH|PTPN20|MAPKAPK2|TOLLIP|CXCL10|NFKBIA|TAB3|IRAK2|ITGB1|IL1RAP|IL1R1|PSMD7|IKBIP|MAP2K1|NKIRAS1|N4BP1|RORA|CASP1|IL6R|STAT3|IRS2|IRF4|PIK3R1|IL13RA1|PSMB2|FN1|IL27|MAP2K4|CEBPD|FOXO1|IL1R2|H3C1|HIF1A|IL32|ZEB1|UBC|IL17RB|ATF2|GSTO1|SAA1|S1PR1|PSMA6|SOCS2|TSLP|IL1RL2|MAPK8|STAT4|RAP1B|CNTFR|PSMA3|PRKACA|CRK|PSMB4|PSMA5|CSF1|VRK3|IL1RN|IL6ST|CAPZA1|VAMP7|CCL20|STAT1|RORC|MYD88|CXCL2|CCL3|FGF2|SHC1|PTPN11|PSMB5|MAPK1|PPP2R1A|P4HB|SOS2|USP18
REACTOME_HEME_DEGRADATION,0.014806295901278,0.0575431154784384,0.380730400722792,-0.657458864696641,-1.67009928462796,15,ALB|GSTA1|HMOX1|BLVRB|SLCO1B1|UGT1A1|FABP1|UGT1A4|SLCO2B1
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.0148498362525002,0.0575431154784384,0.380730400722792,0.444484389646633,1.55047168320407,57,EZH2|NSD2|SUV39H1|WDR5|KMT2A|MECOM|SUZ12|ATF7IP|RBBP4|KMT5A|SETD1A|KMT5C|PRDM16|KMT2D|H3C8|EHMT2|SETD1B|RBBP7|SUV39H2|KMT2B
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,0.01498835671955,0.0578789138374318,0.380730400722792,0.428007511630683,1.5036497421961,61,FANCI|FANCD2|CHEK1|MSH2|BRCA1|RAD51D|PMS2|TP53|MDC1|ERCC3|SSRP1|NELFA|CDK13|CCNT1|ATR|CCNK|POLR2D|SUPT16H|POLR2A|POLR2J|NELFB|GTF2F1|NELFCD|POLR2H
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.0150683542358139,0.0579871838867873,0.380730400722792,-0.422278194741113,-1.50786188731531,67,IKBKG|NFKBIA|TAB3|PSMD7|PSMB2|CDC34|UBC|PSMA6|PSMA3|PSMB4|PSMA5|FCER1G|PSMB5|CHUK|TAB2|PSMD1|PSMB7|FBXW11|PSMA4|PSMC1|PSMA1|UBA52|NFKB1|PSMC5|MAP3K7|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|IKBKB|RPS27A|BCL10|PSMD12|PSMB6|PSMD14|PSMD13|TRAF6|TAB1
REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.0151555131141918,0.0581221740049418,0.380730400722792,0.487623807714821,1.53501731266303,37,NAB2|FOSL1|CDK5R1|ARC|EGR3|VGF|F3|EGR1|CDK5|ELK1
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,0.0152690375569948,0.0583570065534457,0.380730400722792,0.579658769181172,1.6126316221078,21,EPCAM|KRT19|CD44|AREG|MUC1|KRT5|ALDH1A3|TGFA|ITGA6
REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION,0.0156245377321161,0.0595118911571386,0.380730400722792,0.387093195537901,1.41444601785497,81,EZH2|PKM|CTBP2|H2AX|FOXQ1|SNAI1|TFAP2A|H2AZ2|HDAC1|TCF3|SUZ12|RBBP4|KMT5A|FOXJ2|SP1|H2BC9|H2BC26|MAPK3|HDAC2|KDM1A|H3C8|RBBP7|DNTTIP1|WT1
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,0.0158255953221563,0.0600726679575731,0.352487857583619,-0.462986098153542,-1.59319305097318,52,FNIP2|LAMTOR3|ATP6V0E1|ATP6V1E1|FLCN|ATP6V0B|LAMTOR5|RRAGC|ATP6V1C1|ATP6V1H|RRAGA|ATP6V1E2|ATP6V0D1|FNIP1|ATP6V1G1|SEC13|LAMTOR2|KPTN|LAMTOR1|SH3BP4|SLC38A9|SESN2|ATP6V1A|SESN1|KICS2|ATP6V1B2
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.0160883897931503,0.0608631966412057,0.352487857583619,0.42541934431682,1.49455715150902,61,AURKB|UBE2C|CDC20|PLK1|UBE2S|AURKA|PTTG1
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.0164282587599519,0.0617304268555769,0.352487857583619,-0.65084820039849,-1.69460491602799,16,CYP3A4|CYP1A2|CYP3A5|MGST1|ACY1|MGST2|GGT1|AKR7A3|GGT7|AKR7L
REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,0.0164237799072659,0.0617304268555769,0.352487857583619,0.50243084536472,1.5283828098555,32,EPCAM|KRT19|TFAP2C|CD44|AREG|TFAP2A|MUC1|KRT5|ALDH1A3|TGFA|ITGA6|KRT14|MFGE8|GATA3|ELF5
