pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_E2F_TARGETS,7.85276088162391e-48,3.92638044081196e-46,1.80309397470897,0.761691174443998,3.21253665828993,200,MTHFD2|TACC3|KIF18B|CDK1|MKI67|BIRC5|EZH2|TK1|TOP2A|ESPL1|SPAG5|STMN1|LMNB1|KIF2C|BUB1B|PLK4|NCAPD2|MCM2|ASF1B|CIT|HMGB2|CDKN3|CENPM|MCM5|AURKB|CDCA8|CCNB2|CDC20|HELLS|TCF19|TRIP13|KIF4A|MCM3|CDC25A|MELK|PLK1|CDCA3|SPC25|DLGAP5|DSCC1|CENPE|DNMT1|E2F8|TIMELESS|RRM2|DEPDC1|CHEK1|RAD51AP1|MMS22L|CCNE1|SPC24|ORC6|BRCA2|H2AX|MCM7|LIG1|RNASEH2A|MAD2L1|MYBL2|HMMR|SUV39H1|MSH2|PSIP1|MCM4|ATAD2|BARD1|POLA2|GINS1|TMPO|UBE2T|PSMC3IP|BRCA1|KIF22|POLD1|POLD3|RFC3|NUP205|NASP|GINS4|MCM6|CCP110|RFC2|GINS3|UBE2S|AURKA|POLE|CDKN2A|RACGAP1|DUT|TRA2B|WDR90|CDC25B|PTTG1|PRKDC|PMS2|ILF3|PRIM2|SLBP|DIAPH3|SRSF2|TP53|USP1|SMC4|NUP107|SMC1A|CKS2|MRE11|DEK|SRSF1|CKS1B|HMGA1|UNG|CSE1L|NOLC1|SSRP1|PCNA|CBX5|DCLRE1B|MXD3|CHEK2|RANBP1
HALLMARK_G2M_CHECKPOINT,9.58925281661733e-44,2.39731320415433e-42,1.72082439707331,0.749447040099788,3.15269798949871,197,CDC45|TACC3|KIF23|KIF11|CDK1|MKI67|BIRC5|EZH2|RAD54L|CENPF|TOP2A|ESPL1|STMN1|LMNB1|EXO1|KIF2C|E2F1|NUSAP1|CCNF|PLK4|TROAP|MCM2|PRC1|CDKN3|TTK|NDC80|MCM5|KIF15|AURKB|UBE2C|SLC7A5|CCNB2|STIL|CDC20|CCNA2|KIF4A|NEK2|MCM3|CDC25A|BUB1|POLQ|PLK1|TRAIP|GINS2|KIF20B|E2F4|CENPE|CDC6|TPX2|NSD2|CENPA|SLC12A2|CHEK1|ORC6|BRCA2|H2AX|CDC7|FBXO5|SLC7A1|PBK|MAD2L1|MYBL2|HMMR|SUV39H1|ODF2|E2F2|RBL1|BARD1|POLA2|HMGN2|TMPO|INCENP|NUMA1|KIF22|TGFB1|NASP|MCM6|KNL1|RPS6KA5|EFNA5|UBE2S|AURKA|POLE|HOXC10|CHAF1A|TLE3|RACGAP1|DBF4|TRA2B|CDC25B|PTTG1|H2AZ2|CCND1|ILF3|PRIM2|SRSF2|SMC4|SMC1A|TFDP1|CKS2
HALLMARK_XENOBIOTIC_METABOLISM,1.27119981683958e-24,2.1186663613993e-23,1.28710367230144,-0.659878487253874,-2.76504297032901,194,VTN|PLG|HSD11B1|CES1|SLC22A1|CRP|FMO3|ITIH1|AQP9|CDO1|CYP2C18|GCKR|PAPSS2|PTGR1|F11|G6PC1|FETUB|MBL2|UPB1|KYNU|SLC46A3|ADH1C|ANGPTL3|ARG1|ATOH8|AKR1C2|ACOX3|SERPINA6|LEAP2|CYP1A2|F10|TAT|UGDH|PDLIM5|ACOX1|FAH|HRG|ADH5|CNDP2|ASL|AOX1|FMO1|HMOX1|SAR1B|SLC35D1|ENTPD5|TMEM176B|LPIN2|SLC6A12|GCLC|ALDH9A1|ACP2|ETS2|ACOX2|IGFBP1|CBR1|BLVRB|CYB5A|RBP4|CYP4F2|TTPA|APOE|DDT|PROS1|XDH|VNN1|GCNT2|CYP2J2|ITIH4|PINK1|ESR1|CFB|IL1R1|DHRS7|HNF4A|NINJ1|ENPEP|CA2|CAT|CYP1A1|ECH1|EPHX1|GCH1|GSR|ETFDH|TGFB2|HSD17B2|CYP2E1|PC|PDK4|ID2|AKR1C3|CYP17A1|FABP1|BCAR1|ALAS1|GSTO1|ACSM1|RETSAT|HACL1|FAS
HALLMARK_COAGULATION,9.08364060314715e-19,1.13545507539339e-17,1.11466447751729,-0.684546005103123,-2.72111197836747,131,PLG|APOC3|FGA|APOC2|F2|FGG|SERPINC1|ITGB3|CLU|C2|SERPING1|ITIH1|C8G|C8B|F9|CFI|C9|RGN|C8A|HPN|A2M|APOC1|C1S|F11|TF|APOA1|CPB2|F13B|MBL2|CFH|CPN1|TMPRSS6|PROZ|F2RL2|F10|HRG|GNG12|MMP3|PROC|WDR1|CSRP1|ACOX2|KLKB1|MMP15|PROS1|ANG|HMGCS2|MMP10|LAMP2|GSN|SERPINA1|CFB|HNF4A
HALLMARK_BILE_ACID_METABOLISM,2.33662181971955e-15,2.33662181971955e-14,1.00731795687447,-0.676070821865352,-2.61818818640082,108,TTR|GC|HSD17B6|AQP9|HAO1|NR1H4|AKR1D1|APOA1|BBOX1|DIO1|AMACR|CYP8B1|ABCA8|ABCG8|NR0B2|ABCA6|HSD17B11|CYP7B1|SERPINA6|PEX26|AGXT|SLC27A2|PEX11A|ABCD3|FADS2|ISOC1|ALDH9A1|NR1I2|PNPLA8|IDI1|CYP39A1|ACSL1|SCP2|ABCA1|SLC23A1|ABCA9|ABCA4|CYP7A1|GCLM|IDH2|DHCR24|ALDH8A1|CAT|PHYH|ABCA5|AR|PEX6|PIPOX|OPTN|PAOX|LONP2|SULT1B1|PEX19|PEX13|RETSAT|HACL1|PXMP2
HALLMARK_MITOTIC_SPINDLE,5.26726591658135e-14,4.38938826381779e-13,0.965327754226083,0.549074385990625,2.30979057915472,197,KIF23|KIF11|CDK1|BIRC5|CENPF|TOP2A|ESPL1|ABR|LMNB1|KIF2C|NUSAP1|PRC1|TTK|NDC80|KIF15|CCNB2|ANLN|KIF4A|NEK2|CLIP2|BUB1|PLK1|DLGAP5|KIF3C|CEP72|KIF20B|CENPE|TPX2|BRCA2|FBXO5|FSCN1|CEP131|INCENP|NUMA1|KIF22|PIF1|NIN|ARHGAP27|KNTC1|ARHGEF3|CKAP5|AURKA|OPHN1|CEP192|RACGAP1|ECT2|RAPGEF5|CNTRL|ARHGAP4|ALMS1|RABGAP1|MID1|SMC4|LRPPRC|SMC1A|PCNT|CEP250|SASS6|EZR|ARAP3|MAP1S|ARHGEF2|EPB41L2|LLGL1|MYO9B|CEP57|SMC3|TBCD|KATNB1|SAC3D1|NCK2|PLEKHG2|CDC42BPA|RAPGEF6
HALLMARK_FATTY_ACID_METABOLISM,4.26151104319178e-11,3.0439364594227e-10,0.851339057116899,-0.562428506692476,-2.27713876483761,151,GPD1|ACADL|HAO2|ADH1C|HSD17B11|SLC22A5|ENO3|ACAA2|CYP4A11|HMGCL|ALAD|UGDH|ACOX1|REEP6|RDH16|HMGCS1|CYP4A22|SERINC1|FMO1|CRYZ|EHHADH|ALDH9A1|ACAA1|MGLL|GLUL|GRHPR|CBR1|IDI1|RDH11|ACSL1|VNN1|HMGCS2|OSTC|PDHB|PPARA|YWHAH|HIBCH|CA2|CD1D|DHCR24|ACAT2|CRAT|CYP1A1|ECH1|EPHX1|ALDH3A2|SDHC|ETFDH|TP53INP2|ACOT2|SUCLG2|HADH|DECR1|ME1|CPT2|FABP1|ECI2|PRDX6|APEX1|RETSAT|SUCLG1|ADSL|ACADM|IDH1|UROD|NSDHL|GABARAPL1|UBE2L6|RAP1GDS1|AQP7|MLYCD|HSD17B4|PTS|ACADS|LDHA|HSDL2
HALLMARK_ADIPOGENESIS,7.7002816312066e-09,4.81267601950412e-08,0.747739663149885,-0.489276639331426,-2.03945424580608,189,ORM1|ACADL|SQOR|BCL6|LIFR|RMDN3|ACAA2|ANGPTL4|DNAJB9|ACOX1|FAH|GBE1|REEP6|GPAM|CMPK1|PPP1R15B|ITSN1|ENPP2|JAGN1|MYLK|MGLL|BCL2L13|STOM|APOE|COQ9|GADD45A|DDT|SCP2|ABCA1|MTARC2|PFKFB3|CD302|DHRS7|NKIRAS1|RNF11|QDPR|HSPB8|HIBCH|CAT|PHYH|SCARB1|CRAT|ECH1|PGM1|SDHC|FZD4|REEP5|TST|HADH|DECR1|ME1|CPT2|ELOVL6|UBC|C3|RIOK3|ETFB|SDHB|RETSAT|GPX4|PPM1B|CD151|SUCLG1|PRDX3|UQCR10|GHITM|ACADM|TANK|IDH1|DRAM2|NABP1|DLAT|IFNGR1|UBQLN1|MCCC1|COQ5|UQCR11|AK2|POR|CYC1|CHUK|DHCR7|SOD1|ACADS|NDUFB7|SLC25A1|CMBL|MRPL15|MTCH2|PLIN2|RREB1|SULT1A1|ECHS1|MGST3|CHCHD10|AGPAT3
HALLMARK_COMPLEMENT,1.78234137680908e-07,9.90189653782823e-07,0.690132458796796,-0.472496064249233,-1.97001114879548,186,PLG|APOA4|F2|SERPINC1|CP|CLU|C2|SERPING1|ITIH1|F5|C9|APOC1|C1S|KYNU|CFH|F7|TMPRSS6|F10|LIPA|L3MBTL4|PPP2CB|CSRP1|S100A9|KLKB1|MMP15|ANXA5|USP15|ANG|LAMP2|SERPINA1|CFB|HNF4A|CPQ|FDX1|CASP1|CA2|CPM|MSRB1|FN1|C4BPB|TFPI2|C1R|CASP7|VCPIP1|ME1|CTSB|ZEB1|C3|GNAI3|LAP3|CD59|DOCK10|PSEN1|CTSO|PHEX
HALLMARK_PEROXISOME,3.11612187839583e-06,1.55806093919792e-05,0.627256739718528,-0.524837112160509,-2.02644599415162,101,ALB|TTR|DIO1|SOD2|HAO2|HSD17B11|SERPINA6|HMGCL|PEX2|ACOX1|SLC27A2|PEX11A|ABCD3|UGT2B17|EHHADH|ISOC1|ALDH9A1|ACAA1|NR1I2|IDI1|RDH11|ACSL1|SCP2|SLC25A4|PRDX1|YWHAH|DHRS3|IDH2|DHCR24|CAT|CRAT|PEX6|ECH1|LONP2|ECI2|PEX13|RETSAT|ABCB4|FDPS|SLC25A17
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.4867760939149e-06,3.40308004268859e-05,0.610526878385931,-0.421435482646525,-1.7742249171657,200,ACAA2|CYB5R3|ACAA1|ACADSB|CYB5A|SLC25A3|SLC25A4|ATP6V0E1|ATP6V1E1|ACAT1|PDHB|ETFA|ATP1B1|FDX1|IDH2|VDAC2|PHYH|COX11|MRPL34|ECH1|NQO2|SDHC|ATP6V0B|ETFDH|NDUFV2|PDK4|MAOB|TIMM17A|NDUFC1|CASP7|NDUFS2|DECR1|OXA1L|ALAS1|ATP6V1C1|ETFB|NDUFS4|SDHB|RETSAT|ATP6V1H|GPX4|SUCLG1|TIMM13|PRDX3|NDUFS1|MFN2|UQCR10|MPC1|ACADM|BDH2|IDH1|ATP5PF|ISCA1|DLAT|ATP6V1G1|ATP5PB|UQCRFS1|ATP5F1C|SLC25A20|TOMM70|UQCR11|MRPS30|POR|CYC1|NDUFB6|NDUFA6|GOT2|NDUFC2|LDHA|NDUFB7|MRPL15|MRPL35|COX7A2L|ECHS1|SLC25A11|MGST3|TIMM8B|COX15|ALDH6A1|AIFM1|ATP5F1A|ATP5MC3|PDHX|NDUFAB1|MDH1|COX7A2|NDUFA5|COX7C|COX4I1|ABCB7|UQCRB|HSD17B10|HADHA|SDHD|AFG3L2|NDUFB4|NDUFB5|DLD|NDUFB3|GRPEL1|TOMM22|NNT|NDUFA7|FH|HADHB|MRPS12|ATP5F1D|SDHA|ATP5PO
HALLMARK_ANDROGEN_RESPONSE,1.13403073745399e-05,4.72512807272497e-05,0.593325476396405,-0.513921721681002,-1.97099299553442,98,HOMER2|MAF|RAB4A|LIFR|ADAMTS1|SLC38A2|GUCY1A1|DNAJB9|PDLIM5|ITGAV|HMGCS1|SAT1|PLPP1|SELENOP|NCOA4|B4GALT1|ELL2|FKBP5|IDI1|UAP1|PTPN21|ABHD2|DHCR24|GSR|AZGP1|MYL12A|NGLY1|HERC3|GNAI3|SEC24D|B2M|PGM3|INSIG1|SRF|SCD|NDRG1|SRP19|TNFAIP8|TMEM50A|FADS1|SORD
HALLMARK_ESTROGEN_RESPONSE_LATE,1.47871822752332e-05,5.68737779816661e-05,0.593325476396405,0.425598633109687,1.77071774286723,186,PKP3|TOP2A|ST14|PLK4|SLC7A5|STIL|CDC20|DUSP2|GJB3|XRCC3|KIF20A|KRT19|GINS2|CDC6|SEMA3B|NAB2|KLK10|MDK|FABP5|RNASEH2A|HR|NBL1|MYOF|TFAP2C|NMU|OVOL2|CD44|AREG|FOXC1|WFS1|SCNN1A|MYB|CD9|EGR3|SULT2B1|ADD3|CELSR2|MAPK13|TRIM29|KLK11|CCND1|TSPAN13|TNNC1|KRT13|CKB|HPRT1|TPBG|PRKAR2B|RBBP8|PTGES|CYP26B1
